file_name,file_s3_url,file_cloudfront_url,file_record_type,file_year,file_month,file_modification_time,file_num_rows,file_num_columns,file_column_names,file_size_bytes,file_size_mbs,file_size_gbs,file_metadata_source
yellow_tripdata_2013-01.parquet,s3://nyc-tlc/trip data/yellow_tripdata_2013-01.parquet,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2013-01.parquet,yellow,2013,1,2022-06-30 03:16:21+00:00,14776617,19,"VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee",184736650,176.17859840393066,0.17204941250383854,web
yellow_tripdata_2013-02.parquet,s3://nyc-tlc/trip data/yellow_tripdata_2013-02.parquet,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2013-02.parquet,yellow,2013,2,2022-06-30 03:16:21+00:00,13990176,19,"VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee",172505462,164.51402854919434,0.1606582310050726,web
yellow_tripdata_2013-03.parquet,s3://nyc-tlc/trip data/yellow_tripdata_2013-03.parquet,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2013-03.parquet,yellow,2013,3,2022-06-30 03:16:21+00:00,15749228,19,"VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee",195313202,186.26518440246582,0.18189959414303303,web
yellow_tripdata_2013-04.parquet,s3://nyc-tlc/trip data/yellow_tripdata_2013-04.parquet,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2013-04.parquet,yellow,2013,4,2022-06-30 03:16:21+00:00,14652628,19,"VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee",180221055,171.87219142913818,0.16784393694251776,web
yellow_tripdata_2013-05.parquet,s3://nyc-tlc/trip data/yellow_tripdata_2013-05.parquet,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2013-05.parquet,yellow,2013,5,2022-06-30 03:16:21+00:00,15285052,19,"VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee",190682031,181.84855556488037,0.1775864800438285,web
yellow_tripdata_2013-06.parquet,s3://nyc-tlc/trip data/yellow_tripdata_2013-06.parquet,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2013-06.parquet,yellow,2013,6,2022-06-30 03:16:21+00:00,14385456,19,"VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee",179544093,171.22659015655518,0.1672134669497609,web
yellow_tripdata_2013-07.parquet,s3://nyc-tlc/trip data/yellow_tripdata_2013-07.parquet,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2013-07.parquet,yellow,2013,7,2022-06-30 03:16:21+00:00,13823840,19,"VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee",173531868,165.4928855895996,0.16161414608359337,web
yellow_tripdata_2013-08.parquet,s3://nyc-tlc/trip data/yellow_tripdata_2013-08.parquet,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2013-08.parquet,yellow,2013,8,2022-06-30 03:16:21+00:00,11681525,19,"VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee",148172545,141.30835056304932,0.13799643609672785,web
yellow_tripdata_2013-09.parquet,s3://nyc-tlc/trip data/yellow_tripdata_2013-09.parquet,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2013-09.parquet,yellow,2013,9,2022-06-30 03:16:21+00:00,14107693,19,"VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee",176839524,168.64731216430664,0.1646946407854557,web
yellow_tripdata_2013-10.parquet,s3://nyc-tlc/trip data/yellow_tripdata_2013-10.parquet,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2013-10.parquet,yellow,2013,10,2022-06-30 03:16:21+00:00,15004556,19,"VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee",188241576,179.52115631103516,0.17531362920999527,web
