file_name,file_s3_url,file_cloudfront_url,file_record_type,file_year,file_month,file_modification_time,file_num_rows,file_num_columns,file_column_names,file_size_bytes,file_size_mbs,file_size_gbs,file_metadata_source
green_tripdata_2017-01.parquet,s3://nyc-tlc/trip data/green_tripdata_2017-01.parquet,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2017-01.parquet,green,2017,1,2022-06-30 03:16:19+00:00,1069565,20,"VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge",16620837,15.850865364074707,0.015479360707104206,web
green_tripdata_2017-02.parquet,s3://nyc-tlc/trip data/green_tripdata_2017-02.parquet,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2017-02.parquet,green,2017,2,2022-06-30 03:16:19+00:00,1022313,20,"VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge",15850278,15.116003036499023,0.014761721715331078,web
green_tripdata_2017-03.parquet,s3://nyc-tlc/trip data/green_tripdata_2017-03.parquet,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2017-03.parquet,green,2017,3,2022-06-30 03:16:22+00:00,1157827,20,"VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge",17764883,16.94191265106201,0.016544836573302746,web
green_tripdata_2017-04.parquet,s3://nyc-tlc/trip data/green_tripdata_2017-04.parquet,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2017-04.parquet,green,2017,4,2022-06-30 03:16:19+00:00,1080844,20,"VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge",16746272,15.970489501953125,0.015596181154251099,web
green_tripdata_2017-05.parquet,s3://nyc-tlc/trip data/green_tripdata_2017-05.parquet,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2017-05.parquet,green,2017,5,2022-06-30 03:16:19+00:00,1059463,20,"VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge",16504018,15.739458084106445,0.0153705645352602,web
green_tripdata_2017-06.parquet,s3://nyc-tlc/trip data/green_tripdata_2017-06.parquet,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2017-06.parquet,green,2017,6,2022-06-30 03:16:19+00:00,976467,20,"VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge",15295902,14.587308883666992,0.014245418831706047,web
green_tripdata_2017-07.parquet,s3://nyc-tlc/trip data/green_tripdata_2017-07.parquet,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2017-07.parquet,green,2017,7,2022-06-30 03:16:19+00:00,914783,20,"VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge",14450872,13.781425476074219,0.01345842331647873,web
green_tripdata_2017-08.parquet,s3://nyc-tlc/trip data/green_tripdata_2017-08.parquet,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2017-08.parquet,green,2017,8,2022-06-30 03:16:19+00:00,867407,20,"VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge",13762500,13.124942779541016,0.012817326933145523,web
green_tripdata_2017-09.parquet,s3://nyc-tlc/trip data/green_tripdata_2017-09.parquet,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2017-09.parquet,green,2017,9,2022-06-30 03:16:19+00:00,882464,20,"VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge",14021569,13.372010231018066,0.01305860374122858,web
green_tripdata_2017-10.parquet,s3://nyc-tlc/trip data/green_tripdata_2017-10.parquet,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2017-10.parquet,green,2017,10,2022-06-30 03:16:19+00:00,925737,20,"VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge",14605863,13.92923641204834,0.013602769933640957,web
