"VendorID","lpep_pickup_datetime","lpep_dropoff_datetime","store_and_fwd_flag","RatecodeID","PULocationID","DOLocationID","passenger_count","trip_distance","fare_amount","extra","mta_tax","tip_amount","tolls_amount","ehail_fee","improvement_surcharge","total_amount","payment_type","trip_type","congestion_surcharge"
2,2020-04-24 07:32:15.000000,2020-04-24 07:38:15.000000,"N",1,41,75,1,1.51,7,0,0.5,1.56,0,,0.3,9.36,1,1,0
2,2020-04-30 11:14:46.000000,2020-04-30 11:14:56.000000,"N",1,74,74,1,0.01,2.5,0,0.5,0,0,,0.3,3.3,2,1,0
2,2020-04-02 00:28:43.000000,2020-04-02 00:35:33.000000,"N",1,41,42,1,1.61,8,0.5,0.5,0,0,,0.3,9.3,1,1,0
2,2020-04-25 21:42:23.000000,2020-04-25 21:54:36.000000,"N",1,244,151,1,4.06,13.5,0.5,0.5,2.96,0,,0.3,17.76,1,1,0
2,2020-04-21 11:36:11.000000,2020-04-21 11:52:08.000000,"N",1,75,213,1,5.42,18.5,0,0.5,0,0,,0.3,19.3,2,1,0
2,2020-04-05 07:56:12.000000,2020-04-05 08:00:34.000000,"N",1,74,75,1,1.39,6,0,0.5,0,0,,0.3,6.8,2,1,0
2,2020-04-05 08:59:35.000000,2020-04-05 09:18:22.000000,"N",1,47,247,1,4.68,16.5,0,0.5,1,0,,0.3,18.3,1,1,0
2,2020-04-28 11:13:29.000000,2020-04-28 11:19:36.000000,"N",1,75,263,2,1.07,6.5,0,0.5,2.01,0,,0.3,12.06,1,1,2.75
2,2020-04-20 08:32:00.000000,2020-04-20 08:58:00.000000,,,121,225,,8.62,22.39,0,0,2.75,0,,0.3,25.44,,,
2,2020-04-17 06:04:00.000000,2020-04-17 06:24:00.000000,,,182,229,,10.33,35.29,0,0,2.75,0,,0.3,38.34,,,
2,2020-04-11 16:31:20.000000,2020-04-11 16:37:52.000000,"N",1,74,75,1,1.05,6.5,0,0.5,0,0,,0.3,7.3,1,1,0
2,2020-04-04 20:29:21.000000,2020-04-04 21:16:09.000000,"N",1,81,29,1,29.04,80,0.5,0.5,0,6.12,,0.3,87.42,1,1,0
2,2020-04-18 16:32:28.000000,2020-04-18 16:50:25.000000,"N",1,74,69,1,3.55,13.5,0,0.5,0,0,,0.3,14.3,2,1,0
2,2020-04-27 09:22:00.000000,2020-04-27 09:40:00.000000,,,123,89,,3.76,15.55,0,0,2.75,6.12,,0.3,24.72,,,
2,2020-04-16 16:30:00.000000,2020-04-16 16:42:00.000000,,,97,61,,2.35,8.44,0,0,2.75,0,,0.3,11.49,,,
2,2020-04-02 10:35:00.000000,2020-04-02 10:49:00.000000,,,61,25,,3.61,10.33,0,0,0,0,,0.3,10.63,,,
1,2020-04-01 08:41:45.000000,2020-04-01 09:05:18.000000,"N",1,76,61,1,0,19.2,0,0.5,0,0,,0.3,20,1,1,0
2,2020-04-29 09:51:00.000000,2020-04-29 09:58:00.000000,,,61,17,,1.6,9.43,0,0,2.75,0,,0.3,12.48,,,
2,2020-04-28 23:01:16.000000,2020-04-28 23:09:06.000000,"N",1,42,166,1,1.69,8,0.5,0.5,0,0,,0.3,9.3,2,1,0
2,2020-04-16 16:57:52.000000,2020-04-16 17:17:04.000000,"N",1,41,212,1,6.79,22,1,0.5,0,0,,0.3,23.8,2,1,0
2,2020-04-06 08:36:22.000000,2020-04-06 08:43:08.000000,"N",1,166,75,1,1.32,7,0,0.5,2.34,0,,0.3,10.14,1,1,0
2,2020-04-21 11:06:05.000000,2020-04-21 11:13:24.000000,"N",1,74,41,1,1.21,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,2020-04-27 12:15:17.000000,2020-04-27 12:27:15.000000,"N",1,116,151,1,2.39,11,0,0.5,1,0,,0.3,12.8,1,1,0
2,2020-04-09 07:40:00.000000,2020-04-09 07:59:00.000000,,,225,134,,7.31,32.52,0,0,2.75,0,,0.3,35.57,,,
2,2020-04-16 07:08:25.000000,2020-04-16 07:09:13.000000,"N",1,153,153,1,0.05,-2.5,0,-0.5,0,0,,-0.3,-3.3,4,1,0
2,2020-04-25 14:09:00.000000,2020-04-25 14:25:00.000000,,,205,82,,8.39,18.12,0,0,2.75,0,,0.3,21.17,,,
2,2020-04-27 08:59:00.000000,2020-04-27 09:04:00.000000,,,72,71,,0.37,15.49,0,0,2.75,0,,0.3,18.54,,,
1,2020-04-24 13:18:09.000000,2020-04-24 13:26:55.000000,"N",1,25,17,0,2.2,9,0,0.5,1.95,0,,0.3,11.75,1,1,0
2,2020-04-07 16:10:57.000000,2020-04-07 16:17:47.000000,"N",1,188,188,2,1.09,6.5,1,0.5,0.17,0,,0.3,8.47,1,1,0
2,2020-04-03 12:45:00.000000,2020-04-03 12:54:00.000000,,,185,185,,1.75,8,0,0,0,0,,0.3,8.3,,,
2,2020-04-05 14:30:49.000000,2020-04-05 14:45:03.000000,"N",1,119,166,1,4,15,0,0.5,0,0,,0.3,15.8,2,1,0
1,2020-04-16 22:58:06.000000,2020-04-16 23:05:43.000000,"N",1,244,116,1,1.6,8,0.5,0.5,0,0,,0.3,9.3,2,1,0
2,2020-04-04 12:17:00.000000,2020-04-04 13:08:00.000000,,,167,35,,15.52,48.67,0,0,0,6.12,,0.3,55.09,,,
2,2020-04-19 13:40:49.000000,2020-04-19 13:51:44.000000,"N",1,244,239,1,4.63,15,0,0.5,0,0,,0.3,18.55,2,1,2.75
2,2020-04-24 14:26:39.000000,2020-04-24 14:32:20.000000,"N",1,244,243,1,0.75,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,2020-04-25 14:23:00.000000,2020-04-25 14:39:00.000000,,,61,35,,3.13,10.02,0,0,2.75,0,,0.3,13.07,,,
2,2020-04-03 17:19:56.000000,2020-04-03 17:29:02.000000,"N",1,65,217,1,2.31,10,1,0.5,0,0,,0.3,11.8,2,1,0
2,2020-04-06 12:33:28.000000,2020-04-06 12:46:34.000000,"N",1,244,127,6,3.28,12.5,0,0.5,0,0,,0.3,13.3,2,1,0
2,2020-04-28 06:32:00.000000,2020-04-28 06:54:00.000000,,,75,47,,7.28,23.68,0,0,0,0,,0.3,23.98,,,
2,2020-04-06 18:33:05.000000,2020-04-06 19:17:22.000000,"N",1,29,81,1,30.03,83,1,0.5,0,6.12,,0.3,90.92,1,1,0
1,2020-04-14 08:27:52.000000,2020-04-14 08:34:52.000000,"N",1,74,166,1,1.7,8,0,0.5,0,0,,0.3,8.8,1,1,0
2,2020-04-14 09:55:41.000000,2020-04-14 09:58:50.000000,"N",1,7,7,1,0.51,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
1,2020-04-23 16:23:51.000000,2020-04-23 16:27:50.000000,"N",1,74,42,1,0.7,5,1,0.5,3,0,,0.3,9.8,1,1,0
2,2020-04-16 09:17:42.000000,2020-04-16 09:32:29.000000,"N",1,130,177,1,6.77,20.5,0,0.5,4.26,0,,0.3,25.56,1,1,0
2,2020-04-10 17:06:00.000000,2020-04-10 17:21:00.000000,,,41,140,,4.38,15.42,0,0,2.75,0,,0.3,18.47,,,
2,2020-04-11 16:29:33.000000,2020-04-11 16:31:38.000000,"N",1,25,25,1,0.5,3.5,0,0.5,0.86,0,,0.3,5.16,1,1,0
2,2020-04-28 10:09:25.000000,2020-04-28 10:17:30.000000,"N",1,82,95,1,1.7,8,0,0.5,1.76,0,,0.3,10.56,1,1,0
2,2020-04-07 10:57:00.000000,2020-04-07 11:04:00.000000,,,128,200,,2.97,11.89,0,0,0,2.8,,0.3,14.99,,,
2,2020-04-14 06:38:00.000000,2020-04-14 06:48:00.000000,,,263,74,,2.53,10.82,0,0,2.75,0,,0.3,13.87,,,
2,2020-04-22 09:01:00.000000,2020-04-22 09:28:00.000000,,,89,196,,12.1,33.13,0,0,2.75,0,,0.3,36.18,,,
2,2020-04-04 14:40:00.000000,2020-04-04 15:01:00.000000,,,174,51,,6.23,21.11,0,0,0,0,,0.3,21.41,,,
2,2020-04-15 06:01:18.000000,2020-04-15 06:38:46.000000,"N",1,174,197,1,17.02,51,0,0.5,2.75,6.12,,0.3,60.67,1,1,0
2,2020-04-03 15:57:00.000000,2020-04-03 16:32:00.000000,,,197,49,,7.45,23.12,0,0,0,0,,0.3,23.42,,,
1,2020-04-29 17:29:12.000000,2020-04-29 17:52:35.000000,"N",1,174,69,1,0,25.2,0,0.5,0,0,,0.3,26,1,1,0
2,2020-04-09 05:26:22.000000,2020-04-09 05:39:05.000000,"N",1,247,168,1,2.6,11.5,0.5,0.5,0,0,,0.3,12.8,2,1,0
2,2020-04-08 16:33:00.000000,2020-04-08 16:56:00.000000,,,191,218,,6.09,25.45,0,0,0,0,,0.3,25.75,,,
2,2020-04-24 09:13:00.000000,2020-04-24 09:40:00.000000,,,17,77,,5.2,23.21,0,0,2.75,0,,0.3,26.26,,,
1,2020-04-18 13:41:11.000000,2020-04-18 13:54:10.000000,"N",1,74,42,2,2.6,11.5,0,0.5,2.45,0,,0.3,14.75,1,1,0
2,2020-04-03 11:07:00.000000,2020-04-03 11:46:00.000000,,,35,235,,20.7,41.43,0,0,0,6.12,,0.3,47.85,,,
2,2020-04-29 10:14:53.000000,2020-04-29 10:28:20.000000,"N",1,41,244,1,2.93,12,0,0.5,3.84,0,,0.3,16.64,1,1,0
2,2020-04-21 18:22:38.000000,2020-04-21 18:28:33.000000,"N",1,41,75,1,1.34,6,1,0.5,0,0,,0.3,7.8,2,1,0
2,2020-04-30 23:04:00.000000,2020-04-30 23:27:00.000000,,,174,116,,7.65,30.04,0,0,0,0,,0.3,30.34,,,
2,2020-04-02 20:02:00.000000,2020-04-02 20:21:00.000000,,,75,159,,4.71,14.58,0,0,0,0,,0.3,14.88,,,
2,2020-04-04 19:42:09.000000,2020-04-04 20:00:25.000000,"N",1,75,242,1,10.67,29.5,0,0.5,0,0,,0.3,30.3,2,1,0
2,2020-04-09 20:16:00.000000,2020-04-09 20:26:00.000000,,,194,173,,6.79,32.4,0,0,0,6.12,,0.3,38.82,,,
1,2020-04-04 22:54:33.000000,2020-04-04 22:57:12.000000,"N",1,159,159,1,0.6,4,0.5,0.5,0,0,,0.3,5.3,2,1,0
2,2020-04-16 16:44:00.000000,2020-04-16 16:53:00.000000,,,159,168,,1.22,6.95,0,0,0,0,,0.3,7.25,,,
2,2020-04-25 09:39:00.000000,2020-04-25 10:08:00.000000,,,222,65,,7.75,41.08,0,0,2.75,0,,0.3,44.13,,,
2,2020-04-06 07:13:38.000000,2020-04-06 07:25:30.000000,"N",1,75,48,2,3.66,12.5,0,0.5,3.21,0,,0.3,19.26,1,1,2.75
2,2020-04-26 19:59:26.000000,2020-04-26 20:09:07.000000,"N",1,7,145,1,2.35,10,0,0.5,4,0,,0.3,14.8,1,1,0
2,2020-04-10 09:17:00.000000,2020-04-10 09:19:21.000000,"N",1,42,42,1,0.36,3.5,0,0.5,0.64,0,,0.3,6.89,1,1,0
2,2020-04-21 23:10:40.000000,2020-04-21 23:14:55.000000,"N",1,74,42,1,1.15,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,0
2,2020-04-23 06:32:57.000000,2020-04-23 06:47:40.000000,"N",1,41,230,1,3.89,15,0,0.5,5.56,0,,0.3,24.11,1,1,2.75
2,2020-04-11 10:41:00.000000,2020-04-11 11:02:00.000000,,,130,51,,13.89,31.28,0,0,2.75,6.12,,0.3,40.45,,,
2,2020-04-24 08:34:00.000000,2020-04-24 09:16:00.000000,,,61,86,,15.29,38.03,0,0,2.75,0,,0.3,41.08,,,
2,2020-04-07 15:35:00.000000,2020-04-07 15:53:00.000000,,,71,61,,3.1,12,0,0,0,0,,0.3,12.3,,,
2,2020-04-03 10:27:00.000000,2020-04-03 11:23:00.000000,,,223,83,,17.75,33.37,0,0,0,0,,0.3,33.67,,,
2,2020-04-23 10:56:33.000000,2020-04-23 11:18:47.000000,"N",1,159,136,1,3.69,17.5,0,0.5,5,0,,0.3,23.3,1,1,0
2,2020-04-30 07:17:28.000000,2020-04-30 07:22:28.000000,"N",1,166,238,1,1.34,6.5,0,0.5,3.02,0,,0.3,13.07,1,1,2.75
2,2020-04-30 13:53:00.000000,2020-04-30 14:09:00.000000,,,130,10,,3.62,10.34,0,0,2.75,0,,0.3,13.39,,,
2,2020-04-21 10:12:00.000000,2020-04-21 10:20:13.000000,"N",1,116,243,1,1.45,8,0,0.5,0,0,,0.3,8.8,2,1,0
2,2020-04-25 12:45:50.000000,2020-04-25 13:00:45.000000,"N",1,97,195,1,2.74,12.5,0,0.5,0,0,,0.3,13.3,2,1,0
2,2020-04-01 10:34:50.000000,2020-04-01 10:41:03.000000,"N",1,166,166,1,1,5.5,0,0.5,1.26,0,,0.3,7.56,1,1,0
2,2020-04-24 23:56:00.000000,2020-04-25 00:19:43.000000,"N",1,181,25,1,0.82,0,0,0,0,0,,0,0,2,1,0
2,2020-04-30 17:06:00.000000,2020-04-30 17:30:00.000000,,,75,185,,10.41,25.47,0,0,0,0,,0.3,25.77,,,
2,2020-04-07 13:42:59.000000,2020-04-07 14:03:20.000000,"N",1,7,238,1,6.11,19.5,0,0.5,0,0,,0.3,23.05,2,1,2.75
2,2020-04-07 10:44:08.000000,2020-04-07 10:48:06.000000,"N",1,130,215,1,0.61,4.5,0,0.5,0,0,,0.3,5.3,1,1,0
1,2020-04-27 15:31:02.000000,2020-04-27 15:34:20.000000,"N",1,74,41,1,0.6,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
2,2020-04-23 09:20:48.000000,2020-04-23 09:29:49.000000,"N",1,166,41,1,1.36,8,0,0.5,0,0,,0.3,8.8,2,1,0
2,2020-04-03 23:02:30.000000,2020-04-03 23:07:45.000000,"N",1,75,41,1,1.19,6,0.5,0.5,0,0,,0.3,7.3,2,1,0
2,2020-04-02 15:55:07.000000,2020-04-02 16:14:15.000000,"N",1,82,145,1,5.15,19,0,0.5,0,0,,0.3,19.8,2,1,0
2,2020-04-26 08:51:34.000000,2020-04-26 09:02:01.000000,"N",1,129,7,1,2.21,10,0,0.5,0,0,,0.3,10.8,2,1,0
2,2020-04-03 05:22:00.000000,2020-04-03 05:28:00.000000,,,168,168,,0.92,10,0,0,0,0,,0.3,10.3,,,
2,2020-04-10 20:26:14.000000,2020-04-10 21:09:52.000000,"N",1,81,29,1,29.04,79,0.5,0.5,2.75,6.12,,0.3,89.17,1,1,0
2,2020-04-03 19:15:57.000000,2020-04-03 19:31:49.000000,"N",1,65,133,1,4.48,16,1,0.5,1.5,0,,0.3,19.3,1,1,0
2,2020-04-27 07:19:00.000000,2020-04-27 07:43:00.000000,,,205,39,,10.73,33.21,0,0,2.75,0,,0.3,36.26,,,
2,2020-04-25 09:43:00.000000,2020-04-25 09:48:00.000000,,,247,42,,1.36,13,0,0,2.75,0,,0.3,16.05,,,
2,2020-04-10 21:37:00.000000,2020-04-10 21:45:00.000000,,,37,61,,1.78,8.64,0,0,0,0,,0.3,8.94,,,
2,2020-04-30 00:35:00.000000,2020-04-30 00:54:00.000000,,,77,108,,10.47,27.57,0,0,2.75,0,,0.3,30.62,,,
2,2020-04-09 14:31:00.000000,2020-04-09 14:40:00.000000,,,95,10,,3.49,10.42,0,0,2.75,0,,0.3,13.47,,,
2,2020-04-19 22:23:29.000000,2020-04-19 22:29:39.000000,"N",1,75,151,1,0.28,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,0
2,2020-04-26 13:10:55.000000,2020-04-26 13:18:18.000000,"N",1,247,167,1,1.41,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,2020-04-17 19:35:22.000000,2020-04-17 19:35:47.000000,"N",5,69,69,2,0,15,0,0,0,0,,0.3,15.3,2,2,0
2,2020-04-11 19:15:00.000000,2020-04-11 19:27:00.000000,,,41,241,,7.42,17.88,0,0,2.75,0,,0.3,20.93,,,
2,2020-04-07 11:44:39.000000,2020-04-07 11:52:13.000000,"N",1,95,95,1,0.9,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,2020-04-28 03:50:00.000000,2020-04-28 04:17:00.000000,,,182,76,,16.33,45.39,0,0,2.75,6.12,,0.3,54.56,,,
2,2020-04-28 06:28:00.000000,2020-04-28 06:55:00.000000,,,126,137,,9.51,29.23,0,0,0,0,,0.3,32.28,,,
2,2020-04-06 06:21:28.000000,2020-04-06 06:26:58.000000,"N",1,116,244,1,1.1,6.5,0,0.5,1,0,,0.3,8.3,1,1,0
2,2020-04-03 07:25:00.000000,2020-04-03 07:46:00.000000,,,25,74,,11.4,30.58,0,0,0,0,,0.3,30.88,,,
2,2020-04-25 19:57:00.000000,2020-04-25 20:10:00.000000,,,37,148,,3.16,12.49,0,0,0,0,,0.3,15.54,,,
1,2020-04-23 11:16:11.000000,2020-04-23 11:26:57.000000,"N",1,116,151,1,2.2,10.5,1,0.5,3.05,0,,0.3,15.35,1,1,0
2,2020-04-03 17:03:31.000000,2020-04-03 17:53:40.000000,"N",1,35,21,1,12.8,48.5,1,0.5,0,0,,0.3,50.3,1,1,0
2,2020-04-25 17:37:42.000000,2020-04-25 17:48:30.000000,"N",5,42,47,2,3.63,17,0,0,0,0,,0.3,17.3,2,2,0
2,2020-04-30 15:18:00.000000,2020-04-30 15:34:00.000000,,,42,70,,7.46,21.22,0,0,10,6.12,,0.3,37.64,,,
1,2020-04-27 18:36:15.000000,2020-04-27 18:41:55.000000,"N",1,75,239,1,1.9,7.5,3.75,0.5,2,0,,0.3,14.05,1,1,2.75
2,2020-04-04 00:59:29.000000,2020-04-04 01:09:11.000000,"N",1,74,42,1,2.68,10,0.5,0.5,0,0,,0.3,11.3,2,1,0
2,2020-04-28 12:15:00.000000,2020-04-28 12:34:11.000000,"N",1,97,225,1,3.44,15,0,0.5,2,0,,0.3,17.8,1,1,0
2,2020-04-27 14:09:57.000000,2020-04-27 14:19:51.000000,"N",1,166,239,1,2.13,10,0,0.5,0,0,,0.3,13.55,2,1,2.75
2,2020-04-27 16:16:00.000000,2020-04-27 16:57:00.000000,,,127,14,,25.12,57.41,0,0,2.75,6.12,,0.3,66.58,,,
2,2020-04-05 17:26:09.000000,2020-04-05 17:39:22.000000,"N",1,25,61,1,3.1,12.5,0,0.5,3.32,0,,0.3,16.62,1,1,0
2,2020-04-30 12:51:00.000000,2020-04-30 13:02:00.000000,,,188,188,,1.28,8,0,0,2.75,0,,0.3,11.05,,,
2,2020-04-18 07:55:00.000000,2020-04-18 08:04:00.000000,,,133,188,,1.74,10.68,0,0,2.75,0,,0.3,13.73,,,
2,2020-04-22 13:49:48.000000,2020-04-22 13:57:39.000000,"N",1,65,49,1,1.4,7,0,0.5,1.56,0,,0.3,9.36,1,1,0
2,2020-04-30 17:14:11.000000,2020-04-30 17:20:24.000000,"N",1,7,7,1,1.02,6,1,0.5,2,0,,0.3,9.8,1,1,0
2,2020-04-26 17:59:48.000000,2020-04-26 18:05:17.000000,"N",1,130,215,1,1.05,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,2020-04-30 08:36:00.000000,2020-04-30 09:11:00.000000,,,265,188,,18.16,43.37,0,0,8.73,0,,0.3,52.4,,,
1,2020-04-02 07:09:47.000000,2020-04-02 07:28:45.000000,"N",1,76,37,1,0,19.2,0,0.5,0,0,,0.3,20,1,1,0
2,2020-04-04 12:54:00.000000,2020-04-04 13:06:00.000000,,,188,181,,2.5,8,0,0,0,0,,0.3,8.3,,,
2,2020-04-07 16:21:09.000000,2020-04-07 16:27:59.000000,"N",1,17,256,1,1.45,7,1,0.5,0,0,,0.3,8.8,2,1,0
2,2020-04-30 14:23:00.000000,2020-04-30 14:35:00.000000,,,198,225,,1.9,8,0,0,2.75,0,,0.3,11.05,,,
2,2020-04-03 11:16:52.000000,2020-04-03 11:25:44.000000,"N",1,82,95,1,1.54,8,0,0.5,1.76,0,,0.3,10.56,1,1,0
2,2020-04-28 10:01:21.000000,2020-04-28 10:11:00.000000,"N",1,42,75,1,1.92,9,0,0.5,0,0,,0.3,9.8,1,1,0
2,2020-04-08 05:38:00.000000,2020-04-08 05:48:00.000000,,,174,168,,6.63,22.43,0,0,0,0,,0.3,22.73,,,
2,2020-04-23 17:21:18.000000,2020-04-23 17:31:49.000000,"N",1,74,166,1,1.18,8.5,1,0.5,0,0,,0.3,10.3,2,1,0
2,2020-04-24 15:00:41.000000,2020-04-24 15:16:17.000000,"N",1,97,61,1,3.68,14.5,0,0.5,3.06,0,,0.3,18.36,1,1,0
2,2020-04-12 16:12:00.000000,2020-04-12 16:18:00.000000,,,7,7,,0,40,0,0,8.06,0,,0.3,48.36,,,
2,2020-04-08 18:40:31.000000,2020-04-08 19:28:50.000000,"N",1,17,256,1,15.6,52,1,0.5,2.75,0,,0.3,56.55,1,1,0
2,2020-04-29 07:58:01.000000,2020-04-29 08:04:09.000000,"N",1,74,42,1,1.07,6.5,0,0.5,1.82,0,,0.3,9.12,1,1,0
2,2020-04-21 19:41:19.000000,2020-04-21 19:49:40.000000,"N",1,92,53,1,2.63,10,1,0.5,0,0,,0.3,11.8,2,1,0
2,2020-04-17 09:24:00.000000,2020-04-17 09:45:00.000000,,,165,189,,3.29,14.71,0,0,2.75,0,,0.3,17.76,,,
2,2020-04-28 07:13:00.000000,2020-04-28 07:39:00.000000,,,235,137,,9.79,31.45,0,0.5,7,0,,0.3,42,,,
2,2020-04-23 18:57:20.000000,2020-04-23 19:12:32.000000,"N",1,75,164,1,5.3,18,1,0.5,0,0,,0.3,22.55,2,1,2.75
2,2020-04-20 15:43:06.000000,2020-04-20 16:03:22.000000,"N",1,92,226,1,8.54,26.5,0,0.5,0,0,,0.3,27.3,2,1,0
2,2020-04-14 18:44:36.000000,2020-04-14 19:04:52.000000,"N",1,74,75,1,2.07,11.5,1,0.5,0,0,,0.3,13.3,2,1,0
2,2020-04-08 12:35:00.000000,2020-04-08 13:10:00.000000,,,213,127,,7.13,14.14,0,0,0,0,,0.3,14.44,,,
1,2020-04-21 14:45:02.000000,2020-04-21 14:56:06.000000,"N",1,181,25,1,0,14.2,0,0.5,0,0,,0.3,15,1,1,0
2,2020-04-17 14:28:00.000000,2020-04-17 14:40:00.000000,,,119,168,,2.05,8.98,0,0,2.75,0,,0.3,12.03,,,
2,2020-04-24 06:59:00.000000,2020-04-24 07:33:00.000000,,,89,92,,14.66,40.34,0,0,2.75,0,,0.3,43.39,,,
2,2020-04-29 18:09:01.000000,2020-04-29 18:15:17.000000,"N",1,166,75,2,0.89,6,1,0.5,1.56,0,,0.3,9.36,1,1,0
2,2020-04-27 12:01:00.000000,2020-04-27 12:24:00.000000,,,254,235,,5.41,18.07,0,0,2.75,0,,0.3,21.12,,,
2,2020-04-10 17:34:00.000000,2020-04-10 18:24:00.000000,,,55,127,,27.16,54.03,0,0,2.75,6.12,,0.3,63.2,,,
2,2020-04-13 12:02:40.000000,2020-04-13 12:14:28.000000,"N",1,167,159,1,1.92,10,0,0.5,0,0,,0.3,10.8,1,1,0
2,2020-04-10 09:18:17.000000,2020-04-10 09:20:23.000000,"N",1,41,75,1,0.4,3.5,0,0.5,0.86,0,,0.3,5.16,1,1,0
2,2020-04-30 12:47:22.000000,2020-04-30 12:54:53.000000,"N",1,17,49,1,1.3,7.5,0,0.5,1,0,,0.3,9.3,1,1,0
2,2020-04-07 21:54:29.000000,2020-04-07 21:54:32.000000,"N",5,41,264,1,0,10,0,0,0,0,,0.3,10.3,1,2,0
2,2020-04-16 19:26:59.000000,2020-04-16 19:35:14.000000,"N",1,75,237,1,2.56,9.5,1,0.5,1,0,,0.3,15.05,1,1,2.75
2,2020-04-19 11:49:33.000000,2020-04-19 12:00:26.000000,"N",1,74,24,1,2.37,10.5,0,0.5,2.26,0,,0.3,13.56,1,1,0
2,2020-04-14 18:04:27.000000,2020-04-14 18:12:43.000000,"N",1,130,216,1,1.77,8.5,1,0.5,0,0,,0.3,10.3,1,1,0
2,2020-04-04 17:16:00.000000,2020-04-04 17:51:00.000000,,,173,70,,1.2,13,0,0,0,0,,0.3,13.3,,,
2,2020-04-16 11:47:44.000000,2020-04-16 11:52:41.000000,"N",1,74,74,1,0.6,5,0,0.5,0,0,,0.3,5.8,1,1,0
2,2020-04-22 15:02:21.000000,2020-04-23 14:39:17.000000,"N",1,74,166,1,1.59,8,0,0.5,0,0,,0.3,8.8,2,1,0
2,2020-04-16 12:46:10.000000,2020-04-16 13:12:44.000000,"N",1,41,147,1,4.58,20.5,0,0.5,0,0,,0.3,21.3,2,1,0
2,2020-04-15 10:45:27.000000,2020-04-15 10:52:12.000000,"N",1,42,41,1,1.44,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,2020-04-10 08:24:51.000000,2020-04-10 08:29:17.000000,"N",1,75,42,1,1.7,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
1,2020-04-27 08:03:46.000000,2020-04-27 08:15:59.000000,"N",1,244,43,1,3.6,13,0,0.5,3.45,0,,0.3,17.25,1,1,0
2,2020-04-30 10:47:00.000000,2020-04-30 11:13:00.000000,,,18,232,,13.41,35.63,0,0,2.75,0,,0.3,38.68,,,
2,2020-04-07 08:36:15.000000,2020-04-07 08:46:19.000000,"N",1,42,244,1,1.83,9,0,0.5,2.45,0,,0.3,12.25,1,1,0
2,2020-04-21 12:53:53.000000,2020-04-21 13:17:54.000000,"N",1,41,126,2,6.14,21.5,0,0.5,10,0,,0.3,32.3,1,1,0
2,2020-04-19 11:29:01.000000,2020-04-19 11:32:11.000000,"N",1,42,42,1,0.82,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
2,2020-04-06 08:35:22.000000,2020-04-06 08:53:18.000000,"N",1,41,146,1,6.03,20,0,0.5,2,6.12,,0.3,28.92,1,1,0
2,2020-04-02 22:04:44.000000,2020-04-02 22:04:48.000000,"N",1,7,179,1,0.04,-2.5,-0.5,-0.5,0,0,,-0.3,-3.8,3,1,0
2,2020-04-11 16:03:05.000000,2020-04-11 16:10:43.000000,"N",1,41,168,1,1.61,8,0,0.5,0,0,,0.3,8.8,2,1,0
2,2020-04-10 18:08:49.000000,2020-04-10 18:16:10.000000,"N",1,83,226,1,1.82,8,1,0.5,0,0,,0.3,9.8,2,1,0
2,2020-04-28 15:19:07.000000,2020-04-28 15:24:02.000000,"N",1,41,41,1,0.57,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,2020-04-30 13:45:58.000000,2020-04-30 14:22:24.000000,"N",1,207,74,1,10.36,33.5,0,0.5,2.75,6.12,,0.3,43.17,1,1,0
2,2020-04-17 07:53:05.000000,2020-04-17 08:02:30.000000,"N",1,130,134,1,2.17,9.5,0,0.5,0.08,0,,0.3,10.38,1,1,0
2,2020-04-09 23:59:00.000000,2020-04-10 00:16:00.000000,,,247,81,,8.22,17.95,0,0,2.75,0,,0.3,21,,,
2,2020-04-20 17:25:33.000000,2020-04-20 17:30:06.000000,"N",1,97,25,1,0.55,5,1,0.5,1.02,0,,0.3,7.82,1,1,0
2,2020-04-15 21:33:00.000000,2020-04-15 21:44:00.000000,,,97,17,,2.09,8,0,0,2.75,0,,0.3,11.05,,,
2,2020-04-17 22:53:00.000000,2020-04-17 23:06:00.000000,,,167,74,,2.99,10.87,0,0,2.75,0,,0.3,13.92,,,
2,2020-04-28 15:33:00.000000,2020-04-28 15:50:00.000000,,,159,208,,7.68,23.71,0,0,0,0,,0.3,24.01,,,
2,2020-04-22 21:26:20.000000,2020-04-22 21:38:09.000000,"N",1,244,238,1,4.55,15,0.5,0.5,2.86,0,,0.3,21.91,1,1,2.75
2,2020-04-14 16:35:27.000000,2020-04-14 17:05:56.000000,"N",1,159,18,1,9.21,31,1,0.5,2.75,0,,0.3,35.55,1,1,0
1,2020-04-23 19:06:38.000000,2020-04-23 19:29:40.000000,"N",1,75,13,1,7.9,25.5,3.75,0.5,3,0,,0.3,33.05,1,1,2.75
