"VendorID","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","RatecodeID","store_and_fwd_flag","PULocationID","DOLocationID","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount","congestion_surcharge","airport_fee"
2,2020-04-21 12:26:10.000000,2020-04-21 12:30:19.000000,1,0.85,1,"N",141,262,1,5,0,0.5,2.08,0,0.3,10.38,2.5,
1,2020-04-09 10:49:07.000000,2020-04-09 10:57:38.000000,1,2.2,1,"N",141,141,2,9,2.5,0.5,0,0,0.3,12.3,2.5,
2,2020-04-03 11:36:57.000000,2020-04-03 12:33:07.000000,1,3.94,1,"N",151,151,1,34,0,0.5,0,0,0.3,37.3,2.5,
2,2020-04-06 08:18:26.000000,2020-04-06 08:23:22.000000,1,0.52,1,"N",125,249,1,5,0,0.5,1.66,0,0.3,11.91,2.5,
1,2020-04-26 15:16:46.000000,2020-04-26 15:24:37.000000,1,3.7,1,"N",137,232,2,12,2.5,0.5,0,0,0.3,15.3,2.5,
1,2020-04-28 13:51:55.000000,2020-04-28 13:58:50.000000,1,1.7,1,"N",236,229,2,8,2.5,0.5,0,0,0.3,11.3,2.5,
2,2020-04-24 08:49:04.000000,2020-04-24 09:20:01.000000,,9.88,,,122,196,0,22.02,0,0.5,2.75,0,0.3,25.57,,
1,2020-04-15 17:03:54.000000,2020-04-15 17:15:28.000000,1,3.2,1,"N",229,238,1,12,3.5,0.5,3.26,0,0.3,19.56,2.5,
2,2020-04-14 21:16:49.000000,2020-04-14 21:22:18.000000,3,0.92,1,"N",142,239,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5,
1,2020-04-05 06:32:24.000000,2020-04-05 06:38:24.000000,1,1.8,1,"N",161,141,2,7.5,2.5,0.5,0,0,0.3,10.8,2.5,
2,2020-04-05 10:03:00.000000,2020-04-05 10:20:00.000000,,2.81,,,232,80,0,8,0,0.5,0,0,0.3,8.8,,
2,2020-04-09 17:50:23.000000,2020-04-09 18:27:18.000000,1,13.56,1,"N",151,151,2,41.5,1,0.5,0,0,0.3,43.3,0,
2,2020-04-20 20:28:28.000000,2020-04-20 20:49:28.000000,1,5.09,1,"N",107,151,1,18.5,0.5,0.5,3,0,0.3,25.3,2.5,
2,2020-04-06 13:36:53.000000,2020-04-06 13:49:08.000000,1,3.24,1,"N",186,238,2,12,0,0.5,0,0,0.3,15.3,2.5,
2,2020-04-10 20:40:24.000000,2020-04-10 20:46:05.000000,1,2.87,1,"N",75,42,2,-9.5,-0.5,-0.5,0,0,-0.3,-10.8,0,
2,2020-04-01 09:05:42.000000,2020-04-01 09:14:09.000000,1,2.57,1,"N",263,170,1,9.5,0,0.5,3.84,0,0.3,16.64,2.5,
2,2020-04-29 16:33:02.000000,2020-04-29 16:38:01.000000,1,1.35,1,"N",236,75,2,6,1,0.5,0,0,0.3,10.3,2.5,
1,2020-04-28 07:46:55.000000,2020-04-28 07:51:08.000000,1,1.4,1,"N",137,79,1,6,2.5,0.5,1.85,0,0.3,11.15,2.5,
2,2020-04-27 13:31:00.000000,2020-04-27 13:37:28.000000,2,1.19,1,"N",236,141,1,6,0,0.5,1,0,0.3,10.3,2.5,
2,2020-04-16 07:59:58.000000,2020-04-16 08:08:08.000000,5,4.08,1,"N",75,42,2,13.5,0,0.5,0,0,0.3,14.3,0,
2,2020-04-02 08:27:26.000000,2020-04-02 08:34:38.000000,1,1.09,1,"N",100,161,1,7,0,0.5,3,0,0.3,13.3,2.5,
2,2020-04-26 18:37:31.000000,2020-04-26 18:39:22.000000,1,0.39,1,"N",113,234,1,3.5,0,0.5,1,0,0.3,7.8,2.5,
2,2020-04-19 20:58:40.000000,2020-04-19 21:10:52.000000,1,5.29,1,"N",74,129,1,17,0.5,0.5,2,6.12,0.3,26.42,0,
1,2020-04-11 17:46:11.000000,2020-04-11 17:53:02.000000,1,1.2,1,"N",236,237,2,7,2.5,0.5,0,0,0.3,10.3,2.5,
1,2020-04-18 20:33:51.000000,2020-04-18 20:44:14.000000,1,2,1,"N",164,141,1,9,3,0.5,2.55,0,0.3,15.35,2.5,
1,2020-04-10 09:33:10.000000,2020-04-10 09:38:09.000000,2,1.4,1,"N",262,141,1,6.5,2.5,0.5,2,0,0.3,11.8,2.5,
1,2020-04-29 11:28:01.000000,2020-04-29 11:34:16.000000,1,1.3,1,"N",113,231,2,6.5,2.5,0.5,0,0,0.3,9.8,2.5,
2,2020-04-10 05:23:43.000000,2020-04-10 05:35:32.000000,1,1.78,1,"N",48,164,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5,
2,2020-04-04 16:51:57.000000,2020-04-04 16:57:52.000000,2,1.39,1,"N",238,75,2,7,0,0.5,0,0,0.3,10.3,2.5,
2,2020-04-27 09:26:29.000000,2020-04-27 09:35:20.000000,1,1.89,1,"N",127,94,1,9,0,0.5,1.96,0,0.3,11.76,0,
1,2020-04-13 10:33:33.000000,2020-04-13 10:41:58.000000,1,1.5,1,"N",239,263,1,8,2.5,0.5,2.25,0,0.3,13.55,2.5,
2,2020-04-29 19:31:02.000000,2020-04-29 19:37:37.000000,1,3.7,1,"N",264,264,2,11.5,1,0.5,0,0,0.3,13.3,0,
2,2020-04-02 13:23:22.000000,2020-04-02 13:31:09.000000,1,2.06,1,"N",142,238,1,9,0,0.5,0,0,0.3,12.3,2.5,
1,2020-04-04 14:52:05.000000,2020-04-04 14:53:47.000000,1,0.3,1,"N",68,68,3,3.5,2.5,0.5,0,0,0.3,6.8,2.5,
2,2020-04-16 10:42:58.000000,2020-04-16 10:56:31.000000,1,2.51,1,"N",244,127,2,11.5,0,0.5,0,0,0.3,12.3,0,
1,2020-04-04 17:03:55.000000,2020-04-04 17:08:25.000000,1,0.4,1,"Y",143,142,2,3.5,2.5,0.5,0,0,0.3,6.8,2.5,
1,2020-04-27 08:06:01.000000,2020-04-27 08:24:16.000000,1,4.7,1,"N",137,238,1,16.5,2.5,0.5,3.95,0,0.3,23.75,2.5,
2,2020-04-23 21:00:44.000000,2020-04-23 21:23:59.000000,1,9.08,1,"N",79,159,2,28,0.5,0.5,0,0,0.3,31.8,2.5,
2,2020-04-28 12:54:03.000000,2020-04-28 12:56:39.000000,1,0.54,1,"N",239,239,1,4,0,0.5,1.46,0,0.3,8.76,2.5,
1,2020-04-23 00:18:54.000000,2020-04-23 00:25:12.000000,1,1.2,1,"N",41,42,1,7,0.5,0.5,0,0,0.3,8.3,0,
2,2020-04-19 11:21:46.000000,2020-04-19 11:28:24.000000,1,1.13,1,"N",262,43,1,7,0,0.5,3.09,0,0.3,13.39,2.5,
2,2020-04-15 08:19:17.000000,2020-04-15 08:26:19.000000,1,1.94,1,"N",263,161,1,8,0,0.5,2.26,0,0.3,13.56,2.5,
2,2020-04-25 06:53:07.000000,2020-04-25 07:13:00.000000,1,10.43,1,"N",238,25,1,30.5,0,0.5,6.76,0,0.3,40.56,2.5,
2,2020-04-17 14:05:14.000000,2020-04-17 14:20:46.000000,3,1.92,1,"N",151,75,2,11.5,0,0.5,0,0,0.3,12.3,0,
1,2020-04-02 23:33:17.000000,2020-04-02 23:46:08.000000,1,4.2,1,"N",239,116,1,15,3,0.5,0,0,0.3,18.8,2.5,
1,2020-04-29 08:37:38.000000,2020-04-29 08:43:56.000000,1,0.8,1,"N",236,236,1,6,2.5,0.5,1.86,0,0.3,11.16,2.5,
2,2020-04-06 19:33:07.000000,2020-04-06 19:36:28.000000,1,0,3,"N",48,48,3,-21.5,-1,0,0,0,-0.3,-22.8,0,
2,2020-04-30 09:41:00.000000,2020-04-30 09:43:30.000000,1,0.81,1,"N",233,137,1,4.5,0,0.5,1.17,0,0.3,8.97,2.5,
2,2020-04-07 11:22:48.000000,2020-04-07 11:28:58.000000,1,1.65,1,"N",140,233,1,7.5,0,0.5,0,0,0.3,10.8,2.5,
1,2020-04-01 13:35:02.000000,2020-04-01 13:51:35.000000,2,3.3,1,"N",140,186,1,13.5,2.5,0.5,3.35,0,0.3,20.15,2.5,
1,2020-04-17 16:02:11.000000,2020-04-17 16:03:53.000000,1,0.8,1,"N",238,166,1,4.5,1,0.5,1.55,0,0.3,7.85,0,
1,2020-04-19 14:26:26.000000,2020-04-19 14:32:24.000000,1,0.9,1,"N",143,50,1,6,2.5,0.5,1,0,0.3,10.3,2.5,
2,2020-04-08 08:55:00.000000,2020-04-08 09:04:00.000000,,0.82,,,47,78,0,8,0,0.5,0,0,0.3,8.8,,
2,2020-04-11 01:49:51.000000,2020-04-11 02:01:24.000000,1,1.7,1,"N",137,90,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5,
2,2020-04-22 20:41:56.000000,2020-04-22 20:49:05.000000,2,1.8,1,"N",186,249,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5,
1,2020-04-30 06:42:46.000000,2020-04-30 06:55:50.000000,1,3.1,1,"N",263,48,1,12.5,2.5,0.5,1.58,0,0.3,17.38,2.5,
1,2020-04-29 14:25:12.000000,2020-04-29 14:37:04.000000,1,3.1,1,"N",166,142,2,12,2.5,0.5,0,0,0.3,15.3,2.5,
2,2020-04-20 10:09:00.000000,2020-04-20 10:23:00.000000,,2.59,,,61,35,0,8,0,0.5,2.75,0,0.3,11.55,,
2,2020-04-06 11:48:21.000000,2020-04-06 12:01:23.000000,1,2.75,1,"N",238,74,2,11.5,0,0.5,0,0,0.3,12.3,0,
2,2020-04-14 15:59:25.000000,2020-04-14 16:12:30.000000,1,4.61,1,"N",224,75,2,14.5,1,0.5,0,0,0.3,18.8,2.5,
1,2020-04-04 08:52:37.000000,2020-04-04 08:57:48.000000,1,0.9,1,"N",143,48,1,5.5,2.5,0.5,1.76,0,0.3,10.56,2.5,
1,2020-04-10 23:11:25.000000,2020-04-10 23:24:44.000000,1,3.2,1,"N",143,75,2,13,3,0.5,0,0,0.3,16.8,2.5,
1,2020-04-26 18:33:20.000000,2020-04-26 18:44:00.000000,1,2.3,1,"N",137,246,2,9.5,2.5,0.5,0,0,0.3,12.8,2.5,
1,2020-04-16 14:36:50.000000,2020-04-16 14:48:01.000000,1,3.5,1,"N",163,166,1,12.5,2.5,0.5,1,0,0.3,16.8,2.5,
2,2020-04-14 22:00:41.000000,2020-04-14 22:06:39.000000,1,1.19,1,"N",75,74,1,6.5,0.5,0.5,1.56,0,0.3,9.36,0,
2,2020-04-10 15:57:35.000000,2020-04-10 16:12:36.000000,1,4.33,1,"N",234,262,2,14,0,0.5,0,0,0.3,17.3,2.5,
2,2020-04-26 11:00:43.000000,2020-04-26 11:13:38.000000,2,2.79,1,"N",262,239,2,11.5,0,0.5,0,0,0.3,14.8,2.5,
2,2020-04-14 10:06:01.000000,2020-04-14 10:10:54.000000,1,2.48,1,"N",116,238,2,8.5,0,0.5,0,0,0.3,9.3,0,
1,2020-04-24 18:02:17.000000,2020-04-24 18:12:09.000000,1,2.1,1,"N",41,168,2,9.5,1,0.5,0,0,0.3,11.3,0,
1,2020-04-09 19:20:24.000000,2020-04-09 19:31:08.000000,1,2.1,1,"N",237,238,1,10.5,3.5,0.5,3.75,0,0.3,18.55,2.5,
1,2020-04-17 23:23:24.000000,2020-04-17 23:37:43.000000,1,3.6,1,"N",75,244,2,13.5,0.5,0.5,0,0,0.3,14.8,0,
2,2020-04-21 06:34:28.000000,2020-04-21 06:40:08.000000,1,1.56,1,"N",186,107,1,7,0,0.5,0,0,0.3,10.3,2.5,
1,2020-04-03 14:04:44.000000,2020-04-03 14:06:20.000000,1,0,5,"N",232,232,1,27.8,0,0,5.6,0,0.3,33.7,0,
1,2020-04-28 13:21:28.000000,2020-04-28 13:26:54.000000,1,1.2,1,"N",48,142,2,6.5,2.5,0.5,0,0,0.3,9.8,2.5,
1,2020-04-08 15:28:06.000000,2020-04-08 15:31:13.000000,1,0.8,1,"N",238,239,1,4.5,2.5,0.5,1.55,0,0.3,9.35,2.5,
2,2020-04-21 17:55:28.000000,2020-04-21 18:04:41.000000,3,2.65,1,"N",75,237,2,10,1,0.5,0,0,0.3,14.3,2.5,
1,2020-04-22 16:38:07.000000,2020-04-22 16:51:50.000000,1,3.9,1,"N",229,42,1,13.5,3.5,0.5,4.45,0,0.3,22.25,2.5,
1,2020-04-29 07:05:12.000000,2020-04-29 07:09:28.000000,1,0.8,1,"N",162,233,1,5,2.5,0.5,1.25,0,0.3,9.55,2.5,
2,2020-04-01 18:28:26.000000,2020-04-01 18:34:23.000000,1,1.33,1,"N",141,161,1,6.5,1,0.5,1.5,0,0.3,12.3,2.5,
1,2020-04-16 11:20:25.000000,2020-04-16 11:27:01.000000,1,1.8,1,"N",170,79,1,7.5,2.5,0.5,3.2,0,0.3,14,2.5,
1,2020-04-20 08:09:08.000000,2020-04-20 08:21:40.000000,1,0,1,"N",121,171,1,20.2,0,0.5,0,0,0.3,21,0,
2,2020-04-22 12:58:36.000000,2020-04-22 13:06:09.000000,4,1.66,1,"N",90,79,1,7.5,0,0.5,1,0,0.3,11.8,2.5,
2,2020-04-22 15:50:57.000000,2020-04-22 16:04:40.000000,4,3.85,1,"N",140,7,1,13.5,0,0.5,4.2,0,0.3,21,2.5,
2,2020-04-26 17:58:39.000000,2020-04-26 18:06:58.000000,1,1.9,1,"N",238,263,1,8.5,0,0.5,2.36,0,0.3,14.16,2.5,
1,2020-04-09 17:52:42.000000,2020-04-09 17:56:21.000000,1,0.7,1,"N",151,151,1,4.5,1,0.5,1.55,0,0.3,7.85,0,
2,2020-04-27 16:43:00.000000,2020-04-27 17:12:00.000000,,7.02,,,159,18,0,23.75,0,0.5,0,0,0.3,24.55,,
2,2020-04-08 23:58:17.000000,2020-04-09 00:15:53.000000,,10.92,,,82,28,0,27.8,0,0,0,0,0.3,28.1,,
2,2020-04-08 12:47:25.000000,2020-04-08 13:02:49.000000,1,3.56,1,"N",229,151,1,14.5,0,0.5,0,0,0.3,17.8,2.5,
1,2020-04-07 07:26:25.000000,2020-04-07 07:31:47.000000,1,1.5,1,"N",236,163,1,6.5,2.5,0.5,1,0,0.3,10.8,2.5,
2,2020-04-10 14:20:27.000000,2020-04-10 14:25:51.000000,1,0.82,1,"N",211,79,2,5,0,0.5,0,0,0.3,8.3,2.5,
2,2020-04-08 18:35:30.000000,2020-04-08 18:49:47.000000,1,3.15,1,"N",141,151,1,13,1,0.5,2,0,0.3,19.3,2.5,
2,2020-04-01 07:45:27.000000,2020-04-01 07:54:02.000000,1,3.16,1,"N",234,140,1,10.5,0,0.5,2,0,0.3,15.8,2.5,
2,2020-04-29 09:40:48.000000,2020-04-29 10:08:26.000000,1,8.02,1,"N",260,42,1,26,0,0.5,5.86,0,0.3,37.11,2.5,
1,2020-04-19 12:37:13.000000,2020-04-19 12:43:44.000000,1,2.1,1,"N",48,249,1,8,2.5,0.5,2.26,0,0.3,13.56,2.5,
1,2020-04-15 11:21:24.000000,2020-04-15 11:23:46.000000,1,0.6,1,"N",234,164,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5,
1,2020-04-27 11:17:24.000000,2020-04-27 11:18:27.000000,1,0,1,"N",263,263,1,3,2.5,0.5,2,0,0.3,8.3,2.5,
2,2020-04-26 19:07:10.000000,2020-04-26 19:35:51.000000,1,18.04,1,"N",244,134,1,49,0,0.5,5,6.12,0.3,60.92,0,
1,2020-04-18 16:30:47.000000,2020-04-18 16:36:05.000000,1,1,1,"N",140,237,1,6,2.5,0.5,1.85,0,0.3,11.15,2.5,
2,2020-04-11 12:46:43.000000,2020-04-11 13:00:49.000000,1,2.08,1,"N",75,41,2,11,0,0.5,0,0,0.3,11.8,0,
1,2020-04-08 18:48:04.000000,2020-04-08 18:55:22.000000,2,1.7,1,"N",263,74,2,8,3.5,0.5,0,0,0.3,12.3,2.5,
2,2020-04-17 18:00:30.000000,2020-04-17 18:12:57.000000,1,6.69,1,"N",137,52,1,19.5,1,0.5,4.76,0,0.3,28.56,2.5,
2,2020-04-27 12:48:50.000000,2020-04-27 13:03:24.000000,1,9.81,2,"N",93,263,1,52,0,0.5,8,6.12,0.3,69.42,2.5,
1,2020-04-06 20:16:58.000000,2020-04-06 20:22:14.000000,1,1.2,1,"N",262,75,2,6,3,0.5,0,0,0.3,9.8,2.5,
1,2020-04-27 16:42:17.000000,2020-04-27 16:52:43.000000,1,4.9,1,"N",151,244,2,15.5,3.5,0.5,0,0,0.3,19.8,0,
1,2020-04-18 00:00:51.000000,2020-04-18 00:13:08.000000,1,2.2,1,"N",42,168,2,10.5,0.5,0.5,0,0,0.3,11.8,0,
2,2020-04-01 13:24:59.000000,2020-04-01 13:35:40.000000,3,1.82,1,"N",142,141,1,9.5,0,0.5,1.08,0,0.3,13.88,2.5,
2,2020-04-10 14:45:00.000000,2020-04-10 14:51:16.000000,2,1.77,1,"N",238,166,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5,
2,2020-04-10 17:43:49.000000,2020-04-10 17:48:50.000000,2,1.45,1,"N",141,229,1,6.5,1,0.5,2.16,0,0.3,12.96,2.5,
1,2020-04-03 08:20:08.000000,2020-04-03 08:26:34.000000,,2.9,,,262,162,0,10.5,0,0.5,2.76,0,0.3,16.56,,
1,2020-04-25 19:29:49.000000,2020-04-25 19:32:54.000000,1,0.9,1,"N",263,75,1,4.5,2.5,0.5,1.55,0,0.3,9.35,2.5,
2,2020-04-21 08:26:04.000000,2020-04-21 08:30:31.000000,1,1.31,1,"N",231,249,2,6,0,0.5,0,0,0.3,9.3,2.5,
2,2020-04-04 02:19:48.000000,2020-04-04 02:26:54.000000,1,1.54,1,"N",74,41,2,7.5,0.5,0.5,0,0,0.3,8.8,0,
1,2020-04-14 22:30:26.000000,2020-04-14 22:37:43.000000,1,2,1,"N",142,100,1,8.5,3,0.5,0.01,0,0.3,12.31,2.5,
2,2020-04-23 16:38:03.000000,2020-04-23 16:42:01.000000,1,1,1,"N",100,48,1,5.5,1,0.5,2.94,0,0.3,12.74,2.5,
2,2020-04-26 21:54:16.000000,2020-04-26 22:01:46.000000,1,1.59,1,"N",24,75,2,7.5,0.5,0.5,0,0,0.3,8.8,0,
1,2020-04-14 14:03:42.000000,2020-04-14 14:20:29.000000,1,9.4,1,"N",138,229,1,27,2.5,0.5,10.9,6.12,0.3,47.32,2.5,
2,2020-04-15 12:24:22.000000,2020-04-15 12:35:03.000000,6,2.12,1,"N",166,143,2,10,0,0.5,0,0,0.3,13.3,2.5,
1,2020-04-09 02:29:24.000000,2020-04-09 02:32:33.000000,1,1.3,1,"N",140,263,2,5.5,3,0.5,0,0,0.3,9.3,2.5,
2,2020-04-25 14:42:11.000000,2020-04-25 14:50:23.000000,1,2.67,1,"N",137,140,1,9.5,0,0.5,1.28,0,0.3,14.08,2.5,
1,2020-04-03 07:42:24.000000,2020-04-03 07:50:38.000000,,1.8,,,238,142,0,8.5,0,0.5,1.18,0,0.3,12.98,,
2,2020-04-13 06:25:22.000000,2020-04-13 06:50:26.000000,2,9.28,1,"N",48,257,1,28.5,0,0.5,5,0,0.3,36.8,2.5,
1,2020-04-29 00:39:36.000000,2020-04-29 00:46:45.000000,1,5.2,1,"N",263,4,2,16,3,0.5,0,0,0.3,19.8,2.5,
2,2020-04-30 01:32:21.000000,2020-04-30 01:53:00.000000,,6.01,,,79,239,0,23.44,0,0,5.25,0,0.3,31.49,,
2,2020-04-17 14:01:23.000000,2020-04-17 14:07:00.000000,5,1.93,1,"N",48,246,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5,
2,2020-04-22 07:09:12.000000,2020-04-22 07:13:32.000000,2,1.26,1,"N",186,230,2,6,0,0.5,0,0,0.3,9.3,2.5,
2,2020-04-28 23:38:00.000000,2020-04-28 23:38:00.000000,,0,,,137,137,0,32.54,0,0.5,0,0,0.3,35.84,,
2,2020-04-02 20:16:23.000000,2020-04-02 20:26:19.000000,1,2.56,1,"N",238,141,2,10.5,0.5,0.5,0,0,0.3,14.3,2.5,
2,2020-04-23 09:01:27.000000,2020-04-23 09:03:30.000000,1,0.67,1,"N",151,166,1,4,0,0.5,0.96,0,0.3,5.76,0,
1,2020-04-13 09:15:16.000000,2020-04-13 09:21:55.000000,1,1.2,1,"Y",68,100,1,7,2.5,0.5,2.58,0,0.3,12.88,2.5,
2,2020-04-27 06:42:55.000000,2020-04-27 06:51:55.000000,6,2.77,1,"N",13,148,1,10.5,0,0.5,3.45,0,0.3,17.25,2.5,
2,2020-04-12 21:30:53.000000,2020-04-12 21:38:17.000000,1,2.14,1,"N",238,74,1,9,0.5,0.5,0,0,0.3,10.3,0,
1,2020-04-01 12:27:33.000000,2020-04-01 12:30:38.000000,1,0.7,1,"N",234,164,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5,
2,2020-04-17 13:36:20.000000,2020-04-17 13:42:20.000000,1,1.58,1,"N",236,237,2,7.5,0,0.5,0,0,0.3,10.8,2.5,
1,2020-04-28 18:33:11.000000,2020-04-28 19:09:27.000000,1,0,1,"N",263,72,1,39.2,0,0.5,0,0,0.3,40,0,
1,2020-04-02 07:20:41.000000,2020-04-02 07:25:16.000000,1,1.3,1,"N",236,140,1,6,2.5,0.5,1.85,0,0.3,11.15,2.5,
2,2020-04-27 13:59:08.000000,2020-04-27 14:12:54.000000,,7.23,,,56,129,0,21.53,0,0.5,2.75,0,0.3,25.08,,
1,2020-04-02 12:19:08.000000,2020-04-02 12:40:18.000000,1,8.6,1,"N",237,25,1,27,2.5,0.5,5,0,0.3,35.3,2.5,
2,2020-04-03 16:45:42.000000,2020-04-03 16:55:11.000000,1,1.9,1,"N",137,48,1,8.5,1,0.5,2.56,0,0.3,15.36,2.5,
2,2020-04-16 09:27:40.000000,2020-04-16 09:29:38.000000,1,0.89,1,"N",170,229,2,4.5,0,0.5,0,0,0.3,7.8,2.5,
1,2020-04-24 15:15:14.000000,2020-04-24 15:21:27.000000,1,2,1,"N",233,141,1,8,2.5,0.5,1,0,0.3,12.3,2.5,
1,2020-04-27 18:32:36.000000,2020-04-27 18:37:46.000000,0,1.2,1,"N",140,233,1,6,3.5,0.5,3.05,0,0.3,13.35,2.5,
1,2020-04-08 07:37:20.000000,2020-04-08 07:44:08.000000,1,2.6,1,"N",233,262,1,9,2.5,0.5,2.46,0,0.3,14.76,2.5,
2,2020-04-05 06:50:02.000000,2020-04-05 07:02:56.000000,1,5.97,1,"N",262,244,2,19,0,0.5,0,0,0.3,22.3,2.5,
1,2020-04-29 08:57:27.000000,2020-04-29 08:57:37.000000,1,0,1,"N",236,236,3,2.5,2.5,0.5,0,0,0.3,5.8,2.5,
2,2020-04-30 15:26:14.000000,2020-04-30 15:28:16.000000,1,0.73,1,"N",41,41,2,4,0,0.5,0,0,0.3,4.8,0,
2,2020-04-05 11:24:38.000000,2020-04-05 11:30:53.000000,1,1.1,1,"N",90,246,1,6.5,0,0.5,1.47,0,0.3,11.27,2.5,
1,2020-04-03 15:19:33.000000,2020-04-03 15:23:20.000000,1,0.5,1,"N",142,143,1,4.5,2.5,0.5,1.95,0,0.3,9.75,2.5,
1,2020-04-15 14:21:35.000000,2020-04-15 14:33:51.000000,0,3.5,1,"N",162,262,1,13.5,2.5,0.5,4.2,0,0.3,21,2.5,
2,2020-04-06 16:56:12.000000,2020-04-06 16:56:16.000000,1,0,1,"N",264,264,1,2.5,1,0.5,0,0,0.3,4.3,0,
2,2020-04-03 17:48:55.000000,2020-04-03 18:21:55.000000,1,21.93,1,"N",132,223,2,58.5,1,0.5,0,6.12,0.3,66.42,0,
2,2020-04-17 14:21:44.000000,2020-04-17 14:24:59.000000,1,1.03,1,"N",236,75,1,5,0,0.5,1.66,0,0.3,9.96,2.5,
1,2020-04-30 06:36:28.000000,2020-04-30 06:42:51.000000,1,2.5,1,"N",107,141,1,8.5,2.5,0.5,2.2,0,0.3,14,2.5,
2,2020-04-24 08:28:22.000000,2020-04-24 08:28:35.000000,1,0.05,2,"N",233,233,2,-52,0,-0.5,0,0,-0.3,-55.3,-2.5,
1,2020-04-22 10:28:25.000000,2020-04-22 10:33:47.000000,1,0.8,1,"N",79,113,2,6,2.5,0.5,0,0,0.3,9.3,2.5,
1,2020-04-26 14:01:21.000000,2020-04-26 14:02:16.000000,0,0.3,1,"N",263,262,1,3,2.5,0.5,1.85,0,0.3,8.15,2.5,
1,2020-04-08 17:16:40.000000,2020-04-08 17:20:33.000000,0,1,1,"N",140,229,1,5.5,3.5,0.5,1.95,0,0.3,11.75,2.5,
2,2020-04-03 13:07:10.000000,2020-04-03 13:11:29.000000,1,0.88,1,"N",87,261,1,5.5,0,0.5,2.2,0,0.3,11,2.5,
1,2020-04-04 17:57:40.000000,2020-04-04 18:05:00.000000,1,1.8,1,"N",107,144,1,8,2.5,0.5,1,0,0.3,12.3,2.5,
2,2020-04-06 10:38:20.000000,2020-04-06 10:46:04.000000,1,2.32,1,"N",238,163,1,9,0,0.5,1,0,0.3,13.3,2.5,
2,2020-04-15 18:42:00.000000,2020-04-15 19:09:00.000000,,15.43,,,231,200,0,31.23,0,0.5,2.75,2.8,0.3,37.58,,
2,2020-04-23 14:53:02.000000,2020-04-23 15:02:38.000000,1,2.98,1,"N",142,166,2,10.5,0,0.5,0,0,0.3,13.8,2.5,
1,2020-04-05 14:56:59.000000,2020-04-05 15:01:49.000000,2,1.6,1,"N",162,263,2,6.5,2.5,0.5,0,0,0.3,9.8,2.5,
2,2020-04-20 08:33:00.000000,2020-04-20 08:57:00.000000,,10.41,,,14,113,0,31.49,0,0.5,2.75,6.12,0.3,41.16,,
1,2020-04-22 12:33:22.000000,2020-04-22 12:38:42.000000,1,1.1,1,"N",166,151,1,6,0,0.5,0,0,0.3,6.8,0,
2,2020-04-11 16:43:02.000000,2020-04-11 16:52:23.000000,1,1.66,1,"N",88,148,1,8.5,0,0.5,2.36,0,0.3,14.16,2.5,
1,2020-04-29 13:19:46.000000,2020-04-29 13:23:22.000000,1,0.5,1,"N",100,100,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5,
1,2020-04-20 16:51:49.000000,2020-04-20 16:53:02.000000,1,0.4,1,"N",79,79,2,3.5,3.5,0.5,0,0,0.3,7.8,2.5,
1,2020-04-14 15:48:26.000000,2020-04-14 16:09:16.000000,1,10.8,1,"N",68,136,1,31,2.5,0.5,4.8,0,0.3,39.1,2.5,
1,2020-04-14 18:11:23.000000,2020-04-14 18:24:46.000000,0,6.4,1,"N",239,169,2,19.5,3.5,0.5,0,0,0.3,23.8,2.5,
2,2020-04-18 15:21:14.000000,2020-04-18 15:24:44.000000,6,0.54,1,"N",236,236,2,4.5,0,0.5,0,0,0.3,7.8,2.5,
2,2020-04-30 13:12:00.000000,2020-04-30 13:23:00.000000,,4.11,,,263,159,0,13.66,0,0.5,0.85,0,0.3,17.81,,
1,2020-04-16 17:18:14.000000,2020-04-16 17:26:13.000000,1,1.7,1,"N",75,41,1,8,1,0.5,0,0,0.3,9.8,0,
1,2020-04-27 11:11:41.000000,2020-04-27 11:36:05.000000,1,14.6,1,"N",13,243,1,40,2.5,0.5,8,0,0.3,51.3,2.5,
2,2020-04-18 20:19:04.000000,2020-04-18 20:38:45.000000,1,6.76,1,"N",137,37,2,22,0.5,0.5,0,0,0.3,25.8,2.5,
2,2020-04-06 16:39:23.000000,2020-04-06 16:43:04.000000,1,1.34,1,"N",141,233,1,6,1,0.5,1.54,0,0.3,11.84,2.5,
2,2020-04-25 15:12:35.000000,2020-04-25 15:15:43.000000,2,0.53,1,"N",116,116,2,4.5,0,0.5,0,0,0.3,5.3,0,
2,2020-04-18 22:23:06.000000,2020-04-18 22:29:47.000000,1,1.58,1,"N",234,50,1,7.5,0.5,0.5,2.26,0,0.3,15.51,2.5,
2,2020-04-30 21:20:00.000000,2020-04-30 21:46:00.000000,,15.61,,,137,76,0,43.47,0,0.5,0,6.12,0.3,52.89,,
