"VendorID","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","RatecodeID","store_and_fwd_flag","PULocationID","DOLocationID","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount","congestion_surcharge","airport_fee"
1,2020-04-25 15:16:43.000000,2020-04-25 15:33:37.000000,1,7.2,1,"N",231,236,1,22,2.5,0.5,4,0,0.3,29.3,2.5,
2,2020-04-01 11:21:32.000000,2020-04-01 11:43:34.000000,1,11.34,1,"N",137,243,2,32,0,0.5,0,0,0.3,35.3,2.5,
2,2020-04-13 21:58:11.000000,2020-04-13 21:58:20.000000,1,0.02,5,"N",265,265,2,40,0,0,0,0,0.3,40.3,0,
1,2020-04-24 18:18:21.000000,2020-04-24 18:23:40.000000,1,1.4,1,"N",140,263,1,6.5,3.5,0.5,1,0,0.3,11.8,2.5,
1,2020-04-22 19:31:13.000000,2020-04-22 19:34:25.000000,,0.6,,,141,140,0,4.5,1,0.5,1.32,0,0.3,10.12,,
1,2020-04-08 14:21:23.000000,2020-04-08 14:31:46.000000,1,3,1,"N",75,229,1,11,2.5,0.5,2.85,0,0.3,17.15,2.5,
2,2020-04-02 07:55:11.000000,2020-04-02 08:00:31.000000,1,1.06,1,"N",236,75,1,6,0,0.5,1.86,0,0.3,11.16,2.5,
2,2020-04-27 07:29:42.000000,2020-04-27 07:40:12.000000,1,2.14,1,"N",239,100,1,10,0,0.5,2,0,0.3,15.3,2.5,
2,2020-04-25 18:12:10.000000,2020-04-25 18:20:31.000000,5,2.13,1,"N",107,162,1,9,0,0.5,1,0,0.3,13.3,2.5,
2,2020-04-28 19:34:11.000000,2020-04-28 19:48:23.000000,1,4.08,1,"N",235,167,1,15,1,0.5,0,0,0.3,18.75,0,
1,2020-04-29 20:22:51.000000,2020-04-29 20:31:05.000000,1,1.2,1,"N",142,48,1,7,3,0.5,2.15,0,0.3,12.95,2.5,
2,2020-04-25 10:16:27.000000,2020-04-25 10:25:46.000000,1,2.28,1,"N",68,229,1,10,0,0.5,1,0,0.3,14.3,2.5,
1,2020-04-17 12:24:23.000000,2020-04-17 12:33:14.000000,1,2.6,1,"N",249,230,1,10.5,2.5,0.5,2.07,0,0.3,15.87,2.5,
1,2020-04-21 10:41:18.000000,2020-04-21 10:48:07.000000,,1.5,,,234,246,0,7.5,0,0.5,2.7,0,0.3,13.5,,
2,2020-04-11 06:52:58.000000,2020-04-11 06:57:22.000000,4,0.59,1,"N",151,151,1,5,0,0.5,6,0,0.3,11.8,0,
2,2020-04-09 10:17:58.000000,2020-04-09 10:26:22.000000,1,2.32,1,"N",224,161,1,9,0,0.5,3.69,0,0.3,15.99,2.5,
1,2020-04-13 10:29:46.000000,2020-04-13 10:34:41.000000,0,1.4,1,"N",75,74,1,6.5,0,0.5,2.15,0,0.3,9.45,0,
2,2020-04-07 06:42:00.000000,2020-04-07 07:00:00.000000,,10.04,,,143,159,0,28.64,0,0.5,6.39,0,0.3,38.33,,
1,2020-04-14 14:28:05.000000,2020-04-14 14:37:11.000000,,2.8,,,233,262,0,10.5,0,0.5,2.76,0,0.3,16.56,,
1,2020-04-03 14:01:28.000000,2020-04-03 14:23:58.000000,1,8.3,1,"N",42,158,2,26,2.5,0.5,0,0,0.3,29.3,2.5,
2,2020-04-26 09:54:11.000000,2020-04-26 09:56:13.000000,1,0.57,1,"N",238,151,2,4,0,0.5,0,0,0.3,7.3,2.5,
1,2020-04-23 12:54:04.000000,2020-04-23 13:04:03.000000,1,2.4,1,"N",161,142,1,10.5,2.5,0.5,2,0,0.3,15.8,2.5,
2,2020-04-20 18:53:51.000000,2020-04-20 19:15:18.000000,3,6.3,1,"N",79,151,1,21,1,0.5,2,0,0.3,27.3,2.5,
1,2020-04-18 06:46:33.000000,2020-04-18 06:50:40.000000,1,1.4,1,"N",186,163,1,5.5,2.5,0.5,2.6,0,0.3,11.4,2.5,
1,2020-04-02 12:58:58.000000,2020-04-02 13:04:02.000000,1,0.9,1,"N",100,48,2,6,2.5,0.5,0,0,0.3,9.3,2.5,
1,2020-04-03 07:44:55.000000,2020-04-03 07:53:14.000000,1,1.8,1,"N",141,75,1,8.5,2.5,0.5,2.35,0,0.3,14.15,2.5,
1,2020-04-29 09:48:44.000000,2020-04-29 09:52:09.000000,1,0.4,1,"N",236,75,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5,
2,2020-04-23 16:48:05.000000,2020-04-23 17:05:53.000000,1,5.44,1,"N",107,74,2,17.5,1,0.5,0,0,0.3,21.8,2.5,
2,2020-04-24 07:45:23.000000,2020-04-24 07:48:58.000000,1,0.5,1,"N",230,230,1,4.5,0,0.5,1.56,0,0.3,9.36,2.5,
2,2020-04-24 16:41:48.000000,2020-04-24 16:50:27.000000,1,2.51,1,"N",48,137,1,9.5,1,0.5,0.5,0,0.3,14.3,2.5,
1,2020-04-16 18:12:47.000000,2020-04-16 18:17:07.000000,3,1,1,"N",263,140,2,5.5,3.5,0.5,0,0,0.3,9.8,2.5,
1,2020-04-06 06:52:34.000000,2020-04-06 06:58:13.000000,1,2.2,1,"N",114,161,1,8,2.5,0.5,1,0,0.3,12.3,2.5,
2,2020-04-03 14:46:55.000000,2020-04-03 15:10:10.000000,1,11.59,1,"N",138,137,1,32.5,0,0.5,10.48,6.12,0.3,52.4,2.5,
1,2020-04-28 15:06:31.000000,2020-04-28 15:17:09.000000,1,2.2,1,"N",116,151,1,10,0,0.5,2.15,0,0.3,12.95,0,
2,2020-04-03 16:38:55.000000,2020-04-03 17:13:07.000000,,23.18,,,4,39,0,53.79,0,0.5,0,6.12,0.3,60.71,,
1,2020-04-26 21:15:48.000000,2020-04-26 21:45:36.000000,1,6.6,1,"N",236,129,1,24.5,3,0.5,2.7,0,0.3,31,2.5,
2,2020-04-30 12:18:52.000000,2020-04-30 12:22:40.000000,2,0.49,1,"N",141,236,1,4.5,0,0.5,1,0,0.3,8.8,2.5,
2,2020-04-28 19:23:59.000000,2020-04-28 19:40:44.000000,,3.54,,,193,82,0,16.98,0,0.5,3.56,0,0.3,21.34,,
1,2020-04-30 13:54:13.000000,2020-04-30 14:02:39.000000,0,1.7,1,"N",247,42,1,8.5,0,0.5,2.3,0,0.3,11.6,0,
2,2020-04-18 18:51:24.000000,2020-04-18 18:56:49.000000,1,0.89,1,"N",75,75,1,5.5,0,0.5,0,0,0.3,6.3,0,
2,2020-04-21 07:33:23.000000,2020-04-21 07:35:33.000000,1,0.43,1,"N",50,50,1,4,0,0.5,1,0,0.3,8.3,2.5,
2,2020-04-30 22:02:00.000000,2020-04-30 22:24:00.000000,,0.81,,,97,49,0,8,0,0.5,2.75,0,0.3,11.55,,
2,2020-04-25 18:20:54.000000,2020-04-25 18:27:55.000000,2,1.46,1,"N",114,107,1,7,0,0.5,2.06,0,0.3,12.36,2.5,
1,2020-04-06 15:27:19.000000,2020-04-06 15:33:50.000000,2,0.8,1,"N",140,229,1,6,2.5,0.5,2,0,0.3,11.3,2.5,
1,2020-04-18 11:30:10.000000,2020-04-18 11:35:52.000000,1,1.5,1,"N",142,238,1,7,2.5,0.5,1.8,0,0.3,12.1,2.5,
2,2020-04-12 11:29:17.000000,2020-04-12 11:33:58.000000,1,0.81,1,"N",237,43,2,5.5,0,0.5,0,0,0.3,8.8,2.5,
1,2020-04-16 19:03:10.000000,2020-04-16 19:06:49.000000,0,0.4,1,"N",152,152,1,4.5,1,0.5,1.7,0,0.3,8,0,
2,2020-04-21 21:32:00.000000,2020-04-21 21:34:26.000000,1,0.82,1,"N",162,141,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5,
1,2020-04-08 19:54:26.000000,2020-04-08 20:00:57.000000,2,1,1,"N",142,143,1,6.5,3,0.5,2.06,0,0.3,12.36,2.5,
2,2020-04-15 12:40:58.000000,2020-04-15 12:57:04.000000,1,4.38,1,"N",142,202,1,15.5,0,0.5,3.76,0,0.3,22.56,2.5,
2,2020-04-18 22:11:30.000000,2020-04-18 22:11:33.000000,2,0,5,"N",264,264,2,40,0,0.5,0,0,0.3,40.8,0,
2,2020-04-17 20:52:21.000000,2020-04-17 21:02:52.000000,4,3.03,1,"N",229,68,2,11.5,0.5,0.5,0,0,0.3,15.3,2.5,
2,2020-04-30 23:22:04.000000,2020-04-30 23:28:18.000000,1,1.33,1,"N",140,263,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5,
2,2020-04-07 11:06:36.000000,2020-04-07 11:24:29.000000,1,6.66,1,"N",198,137,2,21,0,0.5,0,6.12,0.3,30.42,2.5,
2,2020-04-03 18:49:59.000000,2020-04-03 19:07:09.000000,1,4.49,1,"N",151,90,1,16,1,0.5,10,0,0.3,30.3,2.5,
2,2020-04-10 19:07:28.000000,2020-04-10 19:10:32.000000,1,0.86,1,"N",162,237,1,5,1,0.5,3,0,0.3,12.3,2.5,
1,2020-04-10 07:25:29.000000,2020-04-10 07:37:03.000000,1,4.3,1,"N",42,128,2,15,0,0.5,0,0,0.3,15.8,0,
2,2020-04-15 15:53:46.000000,2020-04-15 16:06:07.000000,6,3.73,1,"N",137,239,1,13,0,0.5,1,0,0.3,17.3,2.5,
2,2020-04-15 07:10:20.000000,2020-04-15 07:15:18.000000,1,1.14,1,"N",236,262,1,6,0,0.5,1,0,0.3,10.3,2.5,
2,2020-04-27 14:56:28.000000,2020-04-27 14:59:08.000000,1,0.35,1,"N",143,239,2,4,0,0.5,0,0,0.3,7.3,2.5,
2,2020-04-06 20:21:53.000000,2020-04-06 20:41:04.000000,,4,,,177,188,0,10.74,0,0,0,0,0.3,11.04,,
2,2020-04-05 03:44:21.000000,2020-04-05 03:48:27.000000,1,1.18,1,"N",230,234,2,6,0.5,0.5,0,0,0.3,9.8,2.5,
1,2020-04-20 12:15:20.000000,2020-04-20 12:29:31.000000,1,4.6,1,"N",231,237,1,15.5,2.5,0.5,1.5,0,0.3,20.3,2.5,
1,2020-04-19 13:11:07.000000,2020-04-19 13:13:39.000000,1,0.3,1,"N",142,142,3,4,2.5,0.5,0,0,0.3,7.3,2.5,
1,2020-04-10 04:42:46.000000,2020-04-10 04:57:31.000000,1,4.4,1,"N",226,263,2,16,3,0.5,0,0,0.3,19.8,2.5,
2,2020-04-24 16:08:37.000000,2020-04-24 16:13:18.000000,1,0.74,1,"N",48,68,2,5,1,0.5,0,0,0.3,9.3,2.5,
2,2020-04-14 12:02:27.000000,2020-04-14 12:07:28.000000,6,1.34,1,"N",263,229,1,6.5,0,0.5,1.96,0,0.3,11.76,2.5,
1,2020-04-16 09:42:46.000000,2020-04-16 09:48:11.000000,1,1.2,1,"N",142,239,1,6.5,2.5,0.5,0.98,0,0.3,10.78,2.5,
1,2020-04-30 19:33:37.000000,2020-04-30 19:39:17.000000,1,0.8,1,"N",74,42,1,5.5,1,0.5,2.15,0,0.3,9.45,0,
1,2020-04-16 02:40:51.000000,2020-04-16 02:46:17.000000,,0.9,,,186,48,0,5.5,0.5,0.5,0.47,0,0.3,9.77,,
2,2020-04-29 09:51:30.000000,2020-04-29 09:57:29.000000,1,1.56,1,"N",263,141,1,7,0,0.5,3.09,0,0.3,13.39,2.5,
2,2020-04-13 16:55:21.000000,2020-04-13 17:01:10.000000,1,1.58,1,"N",237,236,1,7,1,0.5,2.26,0,0.3,13.56,2.5,
2,2020-04-22 14:34:29.000000,2020-04-22 14:45:09.000000,1,2.7,1,"N",262,161,1,11,0,0.5,2.86,0,0.3,17.16,2.5,
1,2020-04-10 09:57:43.000000,2020-04-10 10:03:50.000000,1,1.7,1,"N",48,68,1,7.5,2.5,0.5,2.15,0,0.3,12.95,2.5,
2,2020-04-20 17:33:02.000000,2020-04-20 18:00:42.000000,1,11.11,1,"N",43,250,1,34,1,0.5,0,0,0.3,38.3,2.5,
1,2020-04-14 14:41:05.000000,2020-04-14 14:43:39.000000,0,0.5,1,"N",186,90,1,4,2.5,0.5,1.8,0,0.3,9.1,2.5,
2,2020-04-28 09:36:52.000000,2020-04-28 09:43:35.000000,1,1.47,1,"N",151,43,2,7,0,0.5,0,0,0.3,7.8,0,
1,2020-04-17 07:02:56.000000,2020-04-17 07:24:25.000000,1,12,1,"N",263,254,1,34,2.5,0.5,8,0,0.3,45.3,2.5,
2,2020-04-04 11:22:02.000000,2020-04-04 11:31:54.000000,1,1.5,1,"N",233,237,2,9,0,0.5,0,0,0.3,12.3,2.5,
1,2020-04-30 10:33:30.000000,2020-04-30 10:42:05.000000,1,1.7,1,"N",236,238,1,8,2.5,0.5,2.26,0,0.3,13.56,2.5,
2,2020-04-19 12:00:19.000000,2020-04-19 12:33:18.000000,1,26.1,1,"N",16,149,1,69,0,0.5,2.75,0,0.3,72.55,0,
1,2020-04-05 22:41:05.000000,2020-04-05 22:54:43.000000,1,5.2,1,"N",100,45,1,17.5,3,0.5,3,0,0.3,24.3,2.5,
1,2020-04-14 17:11:11.000000,2020-04-14 17:15:33.000000,,0.7,,,142,142,0,5,1,0.5,1.4,0,0.3,10.7,,
2,2020-04-26 22:28:17.000000,2020-04-26 22:29:17.000000,3,0.31,1,"N",166,166,2,3,0.5,0.5,0,0,0.3,4.3,0,
2,2020-04-29 07:10:02.000000,2020-04-29 07:18:20.000000,1,1.69,1,"N",107,164,1,8,0,0.5,3.39,0,0.3,14.69,2.5,
2,2020-04-01 23:16:06.000000,2020-04-01 23:32:13.000000,1,2.2,1,"N",75,41,2,12.5,0.5,0.5,0,0,0.3,13.8,0,
2,2020-04-23 01:12:49.000000,2020-04-23 01:17:02.000000,1,1.14,1,"N",142,239,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5,
1,2020-04-16 09:41:01.000000,2020-04-16 09:53:03.000000,1,2,1,"N",143,24,2,10.5,2.5,0.5,0,0,0.3,13.8,2.5,
1,2020-04-26 20:43:42.000000,2020-04-26 20:56:22.000000,0,5.5,1,"N",238,244,1,17.5,3,0.5,4.25,0,0.3,25.55,2.5,
1,2020-04-17 10:17:23.000000,2020-04-17 10:20:19.000000,1,0.9,1,"N",229,140,1,4.5,2.5,0.5,1.17,0,0.3,8.97,2.5,
2,2020-04-20 20:15:00.000000,2020-04-20 20:23:01.000000,1,1.61,1,"N",75,263,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5,
1,2020-04-17 07:42:32.000000,2020-04-17 07:51:05.000000,1,1.7,1,"N",264,264,1,8.5,0,0.5,1,0,0.3,10.3,0,
2,2020-04-11 13:00:10.000000,2020-04-11 13:25:59.000000,2,6.02,1,"N",231,75,1,23.5,0,0.5,5.36,0,0.3,32.16,2.5,
2,2020-04-05 03:59:22.000000,2020-04-05 04:02:53.000000,1,1.08,1,"N",244,244,2,5.5,0.5,0.5,0,0,0.3,6.8,0,
2,2020-04-25 11:59:40.000000,2020-04-25 12:14:39.000000,1,5.86,1,"N",193,232,2,19,0,0.5,0,0,0.3,22.3,2.5,
2,2020-04-14 21:46:31.000000,2020-04-14 21:53:05.000000,1,1.83,1,"N",142,141,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5,
2,2020-04-12 11:03:12.000000,2020-04-12 11:13:40.000000,1,5.4,1,"N",75,127,2,17.5,0,0.5,0,0,0.3,18.3,0,
1,2020-04-13 07:34:41.000000,2020-04-13 07:38:37.000000,0,0.5,1,"N",141,237,1,4.5,2.5,0.5,1.55,0,0.3,9.35,2.5,
1,2020-04-11 14:28:13.000000,2020-04-11 14:53:18.000000,2,3.2,1,"N",261,88,1,17.5,2.5,0.5,2,0,0.3,22.8,2.5,
1,2020-04-05 16:00:50.000000,2020-04-05 16:08:28.000000,1,4.8,1,"N",238,244,2,15,2.5,0.5,0,0,0.3,18.3,2.5,
1,2020-04-20 11:56:33.000000,2020-04-20 12:01:29.000000,3,0.7,1,"N",249,90,2,5.5,2.5,0.5,0,0,0.3,8.8,2.5,
2,2020-04-24 06:29:36.000000,2020-04-24 06:32:02.000000,1,0.53,1,"N",100,164,2,4,0,0.5,0,0,0.3,7.3,2.5,
1,2020-04-16 12:12:28.000000,2020-04-16 12:23:41.000000,1,1.9,1,"N",79,90,1,9.5,2.5,0.5,5,0,0.3,17.8,2.5,
1,2020-04-13 19:41:28.000000,2020-04-13 19:52:34.000000,1,4.3,1,"N",238,244,1,15,3.5,0.5,3.85,0,0.3,23.15,2.5,
2,2020-04-16 15:41:29.000000,2020-04-16 15:44:15.000000,1,0.38,1,"N",140,140,2,4,0,0.5,0,0,0.3,7.3,2.5,
2,2020-04-04 10:00:00.000000,2020-04-04 10:16:00.000000,,2.7,,,91,155,0,8,0,0.5,0,0,0.3,8.8,,
2,2020-04-22 20:26:00.000000,2020-04-22 20:41:00.000000,,10.14,,,168,185,0,30.29,0,0.5,0,0,0.3,31.09,,
1,2020-04-09 17:53:32.000000,2020-04-09 18:03:59.000000,1,0,1,"N",143,68,1,8.7,3.5,0.5,1.95,0,0.3,14.95,2.5,
2,2020-04-03 14:47:01.000000,2020-04-03 14:57:46.000000,1,1.79,1,"N",152,151,1,9.5,0,0.5,1,0,0.3,11.3,0,
2,2020-04-02 08:50:51.000000,2020-04-02 08:57:59.000000,1,3.39,1,"N",42,75,1,11,0,0.5,2.36,0,0.3,14.16,0,
2,2020-04-02 06:48:43.000000,2020-04-02 06:51:19.000000,1,0.65,1,"N",143,143,2,4,0,0.5,0,0,0.3,7.3,2.5,
2,2020-04-17 09:00:38.000000,2020-04-17 09:08:14.000000,1,1.68,1,"N",263,140,1,8,0,0.5,2,0,0.3,13.3,2.5,
2,2020-04-21 12:21:32.000000,2020-04-21 12:25:29.000000,1,1,1,"N",179,146,2,5.5,0,0.5,0,0,0.3,6.3,0,
2,2020-04-15 17:51:55.000000,2020-04-15 18:12:43.000000,1,6.25,1,"N",116,140,1,21.5,1,0.5,1.29,0,0.3,27.09,2.5,
1,2020-04-15 16:28:13.000000,2020-04-15 16:32:52.000000,1,0.7,1,"N",151,151,2,5,1,0.5,0,0,0.3,6.8,0,
2,2020-04-03 11:53:15.000000,2020-04-03 12:09:32.000000,5,2.74,1,"N",142,263,1,13,0,0.5,3.26,0,0.3,19.56,2.5,
2,2020-04-21 20:45:02.000000,2020-04-21 20:49:40.000000,1,1.35,1,"N",68,142,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5,
2,2020-04-15 10:01:43.000000,2020-04-15 10:11:37.000000,1,2.49,1,"N",24,142,1,10,0,0.5,3.99,0,0.3,17.29,2.5,
1,2020-04-24 12:40:26.000000,2020-04-24 12:44:27.000000,1,1.7,1,"N",229,263,3,6.5,2.5,0.5,0,0,0.3,9.8,2.5,
2,2020-04-03 14:43:55.000000,2020-04-03 14:46:58.000000,1,0.58,1,"N",90,186,1,4.5,0,0.5,2.34,0,0.3,10.14,2.5,
1,2020-04-28 02:23:32.000000,2020-04-28 02:36:04.000000,1,2.1,1,"N",141,141,1,11,3,0.5,4.4,0,0.3,19.2,2.5,
1,2020-04-06 17:38:28.000000,2020-04-06 17:47:52.000000,1,2.4,1,"N",261,79,1,10,3.5,0.5,2.86,0,0.3,17.16,2.5,
2,2020-04-01 07:25:27.000000,2020-04-01 07:44:41.000000,2,7.81,1,"N",238,87,1,23.5,0,0.5,6.7,0,0.3,33.5,2.5,
2,2020-04-01 11:18:08.000000,2020-04-01 11:27:13.000000,1,2.07,1,"N",260,82,2,9,0,0.5,0,0,0.3,9.8,0,
2,2020-04-16 12:36:36.000000,2020-04-16 12:39:27.000000,1,1.31,1,"N",249,234,2,5.5,0,0.5,0,0,0.3,8.8,2.5,
2,2020-04-24 11:38:07.000000,2020-04-24 11:44:45.000000,1,2.4,1,"N",141,233,2,9,0,0.5,0,0,0.3,12.3,2.5,
2,2020-04-09 14:36:02.000000,2020-04-09 14:43:56.000000,1,1.81,1,"N",236,140,2,8.5,0,0.5,0,0,0.3,11.8,2.5,
2,2020-04-23 12:56:30.000000,2020-04-23 13:03:51.000000,2,1.25,1,"N",107,211,2,7,0,0.5,0,0,0.3,10.3,2.5,
2,2020-04-26 12:30:05.000000,2020-04-26 12:40:47.000000,1,4.22,1,"N",238,244,1,14,0,0.5,3.46,0,0.3,20.76,2.5,
1,2020-04-21 14:55:40.000000,2020-04-21 15:02:54.000000,1,1.4,1,"Y",48,237,1,7.5,2.5,0.5,2.15,0,0.3,12.95,2.5,
2,2020-04-27 08:03:52.000000,2020-04-27 08:22:37.000000,1,9.83,1,"N",137,244,1,28.5,0,0.5,7.95,0,0.3,39.75,2.5,
2,2020-04-03 12:32:55.000000,2020-04-03 12:37:33.000000,2,1.64,1,"N",263,74,4,-6.5,0,-0.5,0,0,-0.3,-9.8,-2.5,
2,2020-04-30 15:15:11.000000,2020-04-30 15:37:30.000000,,10.17,,,185,263,0,30.99,0,0.5,8.08,6.12,0.3,48.49,,
2,2020-04-28 12:29:15.000000,2020-04-28 12:37:06.000000,2,2.49,1,"N",161,79,1,9,0,0.5,2.46,0,0.3,14.76,2.5,
2,2020-04-06 16:07:48.000000,2020-04-06 16:17:35.000000,1,3.84,1,"N",164,151,1,12.5,1,0.5,3.36,0,0.3,20.16,2.5,
1,2020-04-24 16:12:42.000000,2020-04-24 16:24:48.000000,1,2.2,1,"N",166,239,1,10.5,2.5,0.5,0.01,0,0.3,13.81,2.5,
2,2020-04-11 02:30:00.000000,2020-04-11 02:50:00.000000,,4.72,,,225,226,0,10.68,0,0.5,2.75,0,0.3,14.23,,
2,2020-04-17 09:14:43.000000,2020-04-17 09:14:47.000000,1,0,1,"N",135,135,2,2.5,0,0.5,0,0,0.3,3.3,0,
2,2020-04-03 12:54:00.000000,2020-04-03 12:59:30.000000,1,0.85,1,"N",238,151,2,5,0,0.5,0,0,0.3,8.3,2.5,
1,2020-04-02 16:27:38.000000,2020-04-02 16:30:27.000000,1,1.2,1,"N",237,236,2,5.5,3.5,0.5,0,0,0.3,9.8,2.5,
1,2020-04-29 10:47:47.000000,2020-04-29 10:53:15.000000,1,1.3,1,"N",239,236,2,6.5,2.5,0.5,0,0,0.3,9.8,2.5,
2,2020-04-13 08:35:44.000000,2020-04-13 08:43:13.000000,1,1.51,1,"N",75,24,1,8,0,0.5,1.76,0,0.3,10.56,0,
1,2020-04-16 05:39:51.000000,2020-04-16 05:43:07.000000,2,1.5,1,"N",148,137,2,6,3,0.5,0,0,0.3,9.8,2.5,
2,2020-04-09 09:54:02.000000,2020-04-09 09:57:02.000000,1,1.18,1,"N",236,141,1,5.5,0,0.5,1,0,0.3,9.8,2.5,
1,2020-04-29 08:56:21.000000,2020-04-29 09:01:50.000000,1,1.6,1,"N",151,75,1,7,0,0.5,1.55,0,0.3,9.35,0,
2,2020-04-27 11:58:20.000000,2020-04-27 12:14:47.000000,3,5.88,1,"N",143,79,1,19,0,0.5,5.58,0,0.3,27.88,2.5,
1,2020-04-01 14:16:50.000000,2020-04-01 14:17:17.000000,1,0.1,1,"N",75,75,2,2.5,0,0.5,0,0,0.3,3.3,0,
2,2020-04-09 12:25:07.000000,2020-04-09 12:29:44.000000,1,1.65,1,"N",236,141,1,6.5,0,0.5,2.94,0,0.3,12.74,2.5,
2,2020-04-30 19:05:08.000000,2020-04-30 19:08:01.000000,1,1.19,1,"N",141,75,1,5,1,0.5,2.79,0,0.3,12.09,2.5,
2,2020-04-05 14:57:51.000000,2020-04-05 15:08:39.000000,1,1.78,1,"N",166,75,2,9.5,0,0.5,0,0,0.3,10.3,0,
2,2020-04-29 13:35:45.000000,2020-04-29 13:43:31.000000,1,2.23,1,"N",236,41,2,9,0,0.5,0,0,0.3,12.3,2.5,
1,2020-04-03 13:01:27.000000,2020-04-03 13:14:05.000000,1,2.1,1,"N",166,74,1,10,0,0.5,1,0,0.3,11.8,0,
2,2020-04-25 07:50:55.000000,2020-04-25 07:59:22.000000,1,3.17,1,"N",236,107,1,11,0,0.5,2.86,0,0.3,17.16,2.5,
2,2020-04-28 17:33:49.000000,2020-04-28 17:58:52.000000,1,4.8,1,"N",161,262,1,20,1,0.5,4,0,0.3,28.3,2.5,
2,2020-04-11 15:08:31.000000,2020-04-11 15:11:58.000000,1,0.62,1,"N",140,140,2,4.5,0,0.5,0,0,0.3,7.8,2.5,
1,2020-04-29 18:12:01.000000,2020-04-29 18:16:36.000000,2,0.7,1,"N",140,262,1,5,3.5,0.5,1.85,0,0.3,11.15,2.5,
2,2020-04-28 14:36:19.000000,2020-04-28 14:43:12.000000,2,1.59,1,"N",238,236,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5,
2,2020-04-23 07:23:19.000000,2020-04-23 07:31:22.000000,1,2.52,1,"N",100,236,1,9.5,0,0.5,2.56,0,0.3,15.36,2.5,
2,2020-04-27 12:24:52.000000,2020-04-27 12:49:03.000000,1,9.1,1,"N",232,143,1,28.5,0,0.5,7.95,0,0.3,39.75,2.5,
1,2020-04-02 12:18:12.000000,2020-04-02 12:20:46.000000,2,0.6,1,"N",166,166,2,4,0,0.5,0,0,0.3,4.8,0,
2,2020-04-27 09:45:22.000000,2020-04-27 09:54:51.000000,1,2.23,1,"N",238,166,1,9.5,0,0.5,3.84,0,0.3,16.64,2.5,
1,2020-04-01 10:47:33.000000,2020-04-01 10:55:58.000000,1,1.5,1,"N",211,232,2,8.5,2.5,0.5,0,0,0.3,11.8,2.5,
2,2020-04-05 09:56:46.000000,2020-04-05 10:00:43.000000,1,1.2,1,"N",74,42,2,5.5,0,0.5,0,0,0.3,6.3,0,
1,2020-04-25 09:30:44.000000,2020-04-25 09:32:07.000000,1,0.6,1,"N",263,263,1,4,2.5,0.5,1.45,0,0.3,8.75,2.5,
2,2020-04-22 08:41:59.000000,2020-04-22 08:50:53.000000,1,2.26,1,"N",161,140,1,9.5,0,0.5,3.84,0,0.3,16.64,2.5,
1,2020-04-17 11:57:34.000000,2020-04-17 12:07:55.000000,1,1.8,1,"N",143,229,1,9.5,2.5,0.5,3.2,0,0.3,16,2.5,
2,2020-04-08 17:33:17.000000,2020-04-08 17:39:11.000000,1,1.76,1,"N",162,236,1,7,1,0.5,2.26,0,0.3,13.56,2.5,
2,2020-04-01 09:19:00.000000,2020-04-01 09:40:00.000000,,4.97,,,76,36,0,13.59,0,0.5,0,0,0.3,14.39,,
1,2020-04-03 11:15:53.000000,2020-04-03 11:41:48.000000,1,7.9,1,"N",163,37,2,26.5,2.5,0.5,0,0,0.3,29.8,2.5,
1,2020-04-16 13:02:46.000000,2020-04-16 13:08:49.000000,1,2,1,"N",237,75,2,8,2.5,0.5,0,0,0.3,11.3,2.5,
2,2020-04-15 18:26:00.000000,2020-04-15 18:36:00.000000,,3.18,,,151,116,0,10.84,0,0.5,2.75,0,0.3,14.39,,
2,2020-04-19 12:24:34.000000,2020-04-19 12:32:44.000000,3,2.52,1,"N",107,236,1,9,0,0.5,2.46,0,0.3,14.76,2.5,
1,2020-04-16 05:41:21.000000,2020-04-16 05:45:40.000000,1,1.4,1,"N",42,74,2,6,0,0.5,0,0,0.3,6.8,0,
1,2020-04-24 14:56:41.000000,2020-04-24 15:07:55.000000,1,1.5,1,"N",166,151,2,9.5,0,0.5,0,0,0.3,10.3,0,
2,2020-04-07 08:45:27.000000,2020-04-07 08:50:30.000000,1,0.81,1,"N",238,166,2,6,0,0.5,0,0,0.3,9.3,2.5,
2,2020-04-27 15:53:06.000000,2020-04-27 16:02:41.000000,3,2.78,1,"N",75,161,1,10.5,0,0.5,0,0,0.3,13.8,2.5,
1,2020-04-03 18:16:45.000000,2020-04-03 18:19:32.000000,1,0.4,1,"N",236,236,1,4,3.5,0.5,1.5,0,0.3,9.8,2.5,
1,2020-04-03 08:17:17.000000,2020-04-03 08:27:14.000000,1,1.6,1,"N",41,42,1,9,0,0.5,2.45,0,0.3,12.25,0,
